"","Family","Genus","Species","Museum_number","Date","Year","Country","Location","Latitude","Longitude","Reference","Holotype","Checked"
"6315","Vespertilionidae","Afronycteris","nana","IRSN10808","",NA,"DRC","Mabwe",-8.7,26.48,"Hayman et al. 1966","",""
"6316","Vespertilionidae","Afronycteris","nana","RMCA26333","",NA,"DRC","Madimao",-11.67,27.48,"Hayman et al. 1966","",""
"6317","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Makisabu",0.4,29.6,"Hayman et al. 1966","",""
"6318","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Malingongo",0.733,29.667,"Hayman et al. 1966","",""
"6319","Vespertilionidae","Afronycteris","nana","RMCA13966","",NA,"DRC","Matadi",-5.83,13.53,"Hayman et al. 1966","",""
"6320","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Mauda",4.083,27.683,"Hayman et al. 1966","",""
"6321","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","May ya moto, Semliki",0.233,29.717,"Hayman et al. 1966","",""
"6322","Vespertilionidae","Afronycteris","nana","RMCA26382","",NA,"DRC","Mimbulu",-11.72,27.32,"Hayman et al. 1966","",""
"6323","Vespertilionidae","Afronycteris","nana","IRSN14525","",NA,"DRC","Mpala",-10.48,25.22,"Hayman et al. 1966","",""
"6324","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Mugunga",-1.617,29.133,"Hayman et al. 1966","",""
"6325","Vespertilionidae","Afronycteris","nana","RMCA26394","",NA,"DRC","Mukuta",-11.68,27.48,"Hayman et al. 1966","",""
"6326","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Mulungu",-2.3,28.8,"Hayman et al. 1966","",""
"6327","Vespertilionidae","Afronycteris","nana","IPNCW530","",NA,"DRC","Murambi",-8.75,26.77,"Hayman et al. 1966","",""
"6328","Vespertilionidae","Afronycteris","nana","IRSN14532","",NA,"DRC","Musosa",-9,29,"Hayman et al. 1966","",""
"6329","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Musugeriza",-1.15,29.45,"Hayman et al. 1966","",""
"6330","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Mutsora",0.317,29.733,"Hayman et al. 1966","",""
"6331","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Mutwanga",0.333,29.733,"Hayman et al. 1966","",""
"6332","Vespertilionidae","Afronycteris","nana","","",NA,"DRC","Ndangila hills (= Shabunda)",-2.7,27.333,"Hayman et al. 1966","",""
"6333","Vespertilionidae","Afronycteris","nana","RMCA6611","",NA,"DRC","Ngombe",-6.67,20.95,"Hayman et al. 1966","",""
"6334","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Niabikere",-1.167,29.45,"Hayman et al. 1966","",""
"6335","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Niabitembe",-1.2,29.4,"Hayman et al. 1966","",""
"6336","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Nyakariba",-1.217,29.4,"Hayman et al. 1966","",""
"6337","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Nzulu",-0.6,29.083,"Hayman et al. 1966","",""
"6338","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Omaniundu",-3.35,23.25,"Hayman et al. 1966","",""
"6339","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Pilipili",0.55,27.733,"Hayman et al. 1966","",""
"6340","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Rodahira",-1.517,29.433,"Hayman et al. 1966","",""
"6341","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Rumangabo",-1.333,29.35,"Hayman et al. 1966","",""
"6342","Vespertilionidae","Afronycteris","nana","IPNC","",NA,"DRC","Rumanura",-1.167,29.467,"Hayman et al. 1966","",""
"6343","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Rutshuru",-1.183,29.45,"Hayman et al. 1966","",""
"6344","Vespertilionidae","Afronycteris","nana","RMCA2821","",NA,"DRC","Sakania",-12.73,28.57,"Hayman et al. 1966","",""
"6345","Vespertilionidae","Afronycteris","nana","RMCA26356","",NA,"DRC","Shindaika",-11.65,27.68,"Hayman et al. 1966","",""
"6346","Vespertilionidae","Afronycteris","nana","","",NA,"DRC","Stanley falls",0.55,25.233,"Hayman et al. 1966","",""
"6347","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Stanleyville (=Kisangani)",0.55,25.233,"Hayman et al. 1966","",""
"6348","Vespertilionidae","Afronycteris","nana","IRSN","",NA,"DRC","Teturi",1.083,29.167,"Hayman et al. 1966","",""
"6349","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Tondu",-0.883,18.15,"Hayman et al. 1966","",""
"6350","Vespertilionidae","Afronycteris","nana","RMCA25628","",NA,"DRC","Tshibaka",-7.63,23.05,"Hayman et al. 1966","",""
"6351","Vespertilionidae","Afronycteris","nana","RMCA26371","",NA,"DRC","Tshisangwe",-11.47,27.65,"Hayman et al. 1966","",""
"6352","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Uvira",-3.4,29.133,"Hayman et al. 1966","",""
"6353","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Vitshumbi",-0.683,29.383,"Hayman et al. 1966","",""
"6354","Vespertilionidae","Afronycteris","nana","RMCA","",NA,"DRC","Wago Mount",1.75,30.667,"Hayman et al. 1966","",""
"6355","Vespertilionidae","Afronycteris","nana","IRSN","",NA,"DRC","Wilibadi",3.917,29.133,"Hayman et al. 1966","",""
"6356","Vespertilionidae","Afronycteris","nana","IRSN","",NA,"DRC","Yangambi",0.783,24.4,"Hayman et al. 1966","",""
"6357","Vespertilionidae","Glauconycteris","argentata","RMCA","",NA,"DRC","Misu",1.75,30.3,"Hayman et al. 1966","",""
"6358","Vespertilionidae","Kerivoula","smithii","BMNH","",NA,"DRC","Kalele",-1.9,28.45,"Hayman et al. 1966","",""
"6359","Vespertilionidae","Laephotis","kirinyaga","AMNH","",NA,"DRC","Isiro",2.8,27.667,"Hayman et al. 1966","",""
"6360","Vespertilionidae","Laephotis","kirinyaga","IRSN","",NA,"DRC","Ndelele",4.367,29.783,"Hayman et al. 1966","",""
"6361","Vespertilionidae","Laephotis","kirinyaga","AMNH","",NA,"DRC","Niangara",3.717,27.867,"Hayman et al. 1966","",""
"6362","Vespertilionidae","Laephotis","kirinyaga","IRSN","",NA,"DRC","Zobia",2.983,25.917,"Hayman et al. 1966","",""
"6363","Vespertilionidae","Mimetillus","moloneyi","RMCA 16264","",NA,"DRC","Bondo Mabe",2.6,29.567,"Hayman et al. 1966","",""
"6364","Vespertilionidae","Mimetillus","moloneyi","IRSN284","",NA,"DRC","Landana= lower Congo",-5.23,12.13,"Hayman et al. 1966","",""
"6365","Vespertilionidae","Mimetillus","moloneyi","IRSN14519","",NA,"DRC","Zambi",-5.85,12.87,"Hayman et al. 1966","",""
"6366","Vespertilionidae","Mimetillus","moloneyi","IRSN14519","",NA,"DRC","Zambi",-5.85,12.87,"Hayman et al. 1966","",""
"6367","Vespertilionidae","Myotis","bocagii","AMNH","",NA,"DRC","Aba",5.883,30.283,"Hayman et al. 1966","",""
"6368","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Abimva",3.15,29.767,"Hayman et al. 1966","",""
"6369","Vespertilionidae","Myotis","bocagii","RMCA422","",NA,"DRC","Albertville (=Kalemie)",-5.95,29.167,"Hayman et al. 1966","",""
"6370","Vespertilionidae","Myotis","bocagii","AMNH","",NA,"DRC","Angi",-0.317,29.433,"Hayman et al. 1966","",""
"6371","Vespertilionidae","Myotis","bocagii","IRSN","",NA,"DRC","Bafwabaka",2.167,27.717,"Hayman et al. 1966","",""
"6372","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Beni",0.483,29.45,"Hayman et al. 1966","",""
"6373","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Bokoro",-2.833,18.4,"Hayman et al. 1966","",""
"6374","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Bokuma",-0.1,18.683,"Hayman et al. 1966","",""
"6375","Vespertilionidae","Myotis","bocagii","RMCA2102","",NA,"DRC","Boma",-5.83,13.05,"Hayman et al. 1966","",""
"6376","Vespertilionidae","Myotis","bocagii","RMCA3434","",NA,"DRC","Congo da Lemba",-5.7,13.67,"Hayman et al. 1966","",""
"6377","Vespertilionidae","Myotis","bocagii","RMCA12150","",NA,"DRC","Elisabethville (= Lubumbashi)",-11.68,27.48,"Hayman et al. 1966","",""
"6378","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Gangala",3.667,29.15,"Hayman et al. 1966","",""
"6379","Vespertilionidae","Myotis","bocagii","IRSN","",NA,"DRC","Gangala na Bodio",3.667,29.15,"Hayman et al. 1966","",""
"6380","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Ibembo",2.6,23.667,"Hayman et al. 1966","",""
"6381","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Imbiri",3.1,29.55,"Hayman et al. 1966","",""
"6382","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Irangi",-1.9,28.45,"Hayman et al. 1966","",""
"6383","Vespertilionidae","Myotis","bocagii","RMCA26242","",NA,"DRC","Kakonde",-7.87,29.72,"Hayman et al. 1966","",""
"6384","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Kakontwe",-10.98,26.63,"Hayman et al. 1966","",""
"6385","Vespertilionidae","Myotis","bocagii","RMCA26216","",NA,"DRC","Kiswishi",-12.85,29.2,"Hayman et al. 1966","",""
"6386","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Kunungu",-2.1,16.433,"Hayman et al. 1966","",""
"6387","Vespertilionidae","Myotis","bocagii","RMCA9987","",NA,"DRC","Leverville (=Lusanga)",-4.83,18.72,"Hayman et al. 1966","",""
"6388","Vespertilionidae","Myotis","bocagii","RMCA11131","",NA,"DRC","Lukafu",-10.47,27.53,"Hayman et al. 1966","",""
"6389","Vespertilionidae","Myotis","bocagii","IRSN10807","",NA,"DRC","Lusinga",-8.88,27.25,"Hayman et al. 1966","",""
"6390","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Mayumbe",-5.32,12.89,"Hayman et al. 1966","",""
"6391","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Medje",2.417,27.3,"Hayman et al. 1966","",""
"6392","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Moba",-7.07,29.75,"Hayman et al. 1966","",""
"6393","Vespertilionidae","Myotis","bocagii","RMCA18173","",NA,"DRC","Moero, lake, region",-9,28.67,"Hayman et al. 1966","",""
"6394","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Ndwa",-2.15,16.417,"Hayman et al. 1966","",""
"6395","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Ne Mount",1.7,30.65,"Hayman et al. 1966","",""
"6396","Vespertilionidae","Myotis","bocagii","RMCA5441a","",NA,"DRC","Pweto",-8.47,28.87,"Hayman et al. 1966","",""
"6397","Vespertilionidae","Myotis","bocagii","IPNC","",NA,"DRC","Rodahira",-1.517,29.433,"Hayman et al. 1966","",""
"6398","Vespertilionidae","Myotis","bocagii","RMCA","",NA,"DRC","Saliboko",1.7,30.483,"Hayman et al. 1966","",""
"6399","Vespertilionidae","Myotis","bocagii","BMNH","",NA,"DRC","Wago Mount",1.75,30.667,"Hayman et al. 1966","",""
"6400","Vespertilionidae","Myotis","bocagii","RMCA284","",NA,"DRC","Zambi",-5.85,12.87,"Hayman et al. 1966","",""
"6401","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"DRC","Mpala",-6.72,29.52,"Hayman et al. 1966","",""
"6402","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Alima",0.583,29.3,"Hayman et al. 1966","",""
"6403","Vespertilionidae","Pseudoromicia","nyanza","IPNC ","",NA,"DRC","Biangolo",0.417,29.75,"Hayman et al. 1966","",""
"6404","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Bukavu",-2.483,28.883,"Hayman et al. 1966","",""
"6405","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Butembo",0.15,29.3,"Hayman et al. 1966","",""
"6406","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Faradje",3.733,29.717,"Hayman et al. 1966","",""
"6407","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Irumu",1.483,29.85,"Hayman et al. 1966","",""
"6408","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Katana",-2.217,28.833,"Hayman et al. 1966","",""
"6409","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Mauda",4.083,27.683,"Hayman et al. 1966","",""
"6410","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Mulungu",-2.3,28.8,"Hayman et al. 1966","",""
"6411","Vespertilionidae","Pseudoromicia","nyanza","AMNH","",NA,"DRC","Niangara",3.717,27.867,"Hayman et al. 1966","",""
"6412","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Rutshuru",-1.183,29.45,"Hayman et al. 1966","",""
"6413","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Uvira",-3.4,29.133,"Hayman et al. 1966","",""
"6414","Vespertilionidae","Pseudoromicia","nyanza","RMCA","",NA,"DRC","Vitshumbi",-0.683,29.383,"Hayman et al. 1966","",""
"6415","Vespertilionidae","Pseudoromicia","rendalli","RMCA","",NA,"DRC","Butembo",0.15,29.3,"Hayman et al. 1966","",""
"6416","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Bamanya",0.017,18.4,"Hayman et al. 1966","",""
"6417","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Bambesa",3.383,25.783,"Hayman et al. 1966","",""
"6418","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA21375","",NA,"DRC","Banana",-5.97,12.45,"Hayman et al. 1966","",""
"6419","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Beno",-3.7,17.767,"Hayman et al. 1966","",""
"6420","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Bokoro",-2.833,18.4,"Hayman et al. 1966","",""
"6421","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Buta",2.817,24.833,"Hayman et al. 1966","",""
"6422","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Eala",0.033,18.367,"Hayman et al. 1966","",""
"6423","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Elisabetha",1.15,23.65,"Hayman et al. 1966","",""
"6424","Vespertilionidae","Pseudoromicia","tenuipinnis","BMNH","",NA,"DRC","Ibembo",2.6,23.667,"Hayman et al. 1966","",""
"6425","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA21484","",NA,"DRC","Kabongo",-7.33,25.57,"Hayman et al. 1966","",""
"6426","Vespertilionidae","Pseudoromicia","tenuipinnis","IRSN7742","",NA,"DRC","Kalenda",-7.05,23.5,"Hayman et al. 1966","",""
"6427","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA7313","",NA,"DRC","Kisantu",-5.13,15.15,"Hayman et al. 1966","",""
"6428","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Koteli",2.85,24.567,"Hayman et al. 1966","",""
"6429","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Kunungu",-2.1,16.433,"Hayman et al. 1966","",""
"6430","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA17661","",NA,"DRC","Leopoldville (=Kinshasa)",-4.3,15.3,"Hayman et al. 1966","",""
"6431","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA9987","",NA,"DRC","Leverville (=Lusanga)",-4.83,18.72,"Hayman et al. 1966","",""
"6432","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Lukolela",-1.167,17.183,"Hayman et al. 1966","",""
"6433","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA7569","",NA,"DRC","Luluabourg (=Kananga)",-5.88,22.43,"Hayman et al. 1966","",""
"6434","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Mabali",-0.917,18.15,"Hayman et al. 1966","",""
"6435","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Makaw",-3,18.5,"Hayman et al. 1966","",""
"6436","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Mayumbe",-5.32,12.89,"Hayman et al. 1966","",""
"6437","Vespertilionidae","Pseudoromicia","tenuipinnis","AMNH","",NA,"DRC","Ngayu",1.75,27.55,"Hayman et al. 1966","",""
"6438","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Paulis",2.75,27.683,"Hayman et al. 1966","",""
"6439","Vespertilionidae","Pseudoromicia","tenuipinnis","BMNH","",NA,"DRC","Stanley falls",0.55,25.233,"Hayman et al. 1966","",""
"6440","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA","",NA,"DRC","Stanleyville (=Kisangani)",0.55,25.233,"Hayman et al. 1966","",""
"6441","Vespertilionidae","Pseudoromicia","tenuipinnis","RMCA7255","",NA,"DRC","Tshikapa",-6.47,20.8,"Hayman et al. 1966","",""
"6442","Vespertilionidae","Pseudoromicia","tenuipinnis","IRSN","",NA,"DRC","Zobia",2.983,25.917,"Hayman et al. 1966","",""
"6443","Vespertilionidae","Scotophilus","cf. andrewreborii","RMCA","",NA,"Rwanda","Gabiro",-1.517,30.4,"Hayman et al. 1966","",""
"6444","Vespertilionidae","Scotophilus","cf. andrewreborii","RMCA","",NA,"Rwanda","Rwankwi",-1.533,29.533,"Hayman et al. 1966","",""
"6445","Vespertilionidae","Scotophilus","cf. dinganii","RMCA","",NA,"DRC","Beno",-3.7,17.767,"Hayman et al. 1966","",""
"6446","Vespertilionidae","Scotophilus","dinganii","IRSN9069","nux",NA,"DRC","Albertville (=Kalemie)",-5.95,29.167,"Hayman et al. 1966","",""
"6447","Vespertilionidae","Scotophilus","dinganii","RMCA20748","",NA,"DRC","Banana",-5.97,12.45,"Hayman et al. 1966","",""
"6448","Vespertilionidae","Scotophilus","dinganii","RMCA26321","",NA,"DRC","Boma",-5.83,13.05,"Hayman et al. 1966","",""
"6449","Vespertilionidae","Scotophilus","dinganii","RMCA9179","",NA,"DRC","Elisabethville (= Lubumbashi)",-11.68,27.48,"Hayman et al. 1966","",""
"6450","Vespertilionidae","Scotophilus","dinganii","RMCA16232","",NA,"DRC","Funda Biabo",-9.83,25.53,"Hayman et al. 1966","",""
"6451","Vespertilionidae","Scotophilus","dinganii","RMCA27585","",NA,"DRC","Jadotville (=Likasi)",-10.97,26.78,"Hayman et al. 1966","",""
"6452","Vespertilionidae","Scotophilus","dinganii","RMCA16249","",NA,"DRC","Kabalo",-6.03,26.92,"Hayman et al. 1966","",""
"6453","Vespertilionidae","Scotophilus","dinganii","RMCA16252","",NA,"DRC","Kadia",-8.27,26.58,"Hayman et al. 1966","",""
"6454","Vespertilionidae","Scotophilus","dinganii","IRSN7792","",NA,"DRC","Kalenda",-7.05,23.5,"Hayman et al. 1966","",""
"6455","Vespertilionidae","Scotophilus","dinganii","RMCA26323","",NA,"DRC","Kipopo",-11.57,27.35,"Hayman et al. 1966","",""
"6456","Vespertilionidae","Scotophilus","dinganii","RMCA22458","",NA,"DRC","Kipushi",-11.77,27.25,"Hayman et al. 1966","",""
"6457","Vespertilionidae","Scotophilus","dinganii","RMCA6564","",NA,"DRC","Kisantu",-5.13,15.15,"Hayman et al. 1966","",""
"6458","Vespertilionidae","Scotophilus","dinganii","RMCA7110","",NA,"DRC","Luluabourg (=Kananga)",-5.88,22.43,"Hayman et al. 1966","",""
"6459","Vespertilionidae","Scotophilus","livingstonii","IPNC","",NA,"DRC","Katanda",-0.833,29.367,"Hayman et al. 1966","",""
"6460","Vespertilionidae","Scotophilus","livingstonii","IPNC","",NA,"DRC","Loso (= Lonzo)",-0.133,29.583,"Hayman et al. 1966","",""
"6461","Vespertilionidae","Scotophilus","livingstonii","RMCA","",NA,"DRC","Rutshuru",-1.183,29.45,"Hayman et al. 1966","",""
"6462","Vespertilionidae","Scotophilus","livingstonii","IPNC","",NA,"DRC","Rwindi",-0.783,29.3,"Hayman et al. 1966","",""
"6463","Vespertilionidae","Scotophilus","livingstonii","IRSN","",NA,"DRC","Teturi",1.083,29.167,"Hayman et al. 1966","",""
"6464","Vespertilionidae","Scotophilus","livingstonii","IPNC","",NA,"DRC","Tungudu",0.75,29.667,"Hayman et al. 1966","",""
"6465","Vespertilionidae","Scotophilus","livingstonii","RMCA","",NA,"DRC","Uvira",-3.4,29.133,"Hayman et al. 1966","",""
"6466","Vespertilionidae","Scotophilus","livingstonii","IRSN","",NA,"DRC","Vitshumbi",-0.683,29.383,"Hayman et al. 1966","",""
"6467","Vespertilionidae","Vansonia","rueppellii","BMNH","",NA,"DRC","Leopoldville (=Kinshasa)",-4.3,15.3,"Hayman et al. 1966","",""
"6468","Vespertilionidae","Vansonia","rueppellii","","",NA,"DRC","Moera",0.65,29.5,"Hayman et al. 1966","",""
"6469","Vespertilionidae","Vansonia","rueppellii","BMNH","",NA,"DRC","Uele river",3.59,25.88,"Hayman et al. 1966","",""
"6470","Vespertilionidae","Glauconycteris","beatrix","SMF 79439","",NA,"DRC","Irangi",-1.9,28.45,"Heller el al. 1994","",""
"6471","Vespertilionidae","Nycticeinops","crassulus","SMF79441","13-Mar-90",1990,"DRC","Irangi",-1.9,28.45,"Heller el al. 1994","",""
"6472","Vespertilionidae","Nycticeinops","macrocephalus","SMF79444","",NA,"Rwanda","Nyungwe Forest Reserve",-2.5,28.833,"Heller el al. 1994","",""
"6473","Hipposideridae","Hipposideros","beatus","SMF","",NA,"DRC","Irangi",-1.9,28.45,"Heller et al. 1994","",""
"6474","Nycteridae","Nycteris","nana","SMF","",NA,"DRC","Irangi",-1.9,28.45,"Heller et al. 1994","",""
"6475","Pteropodidae","Epomops","franqueti","SMF","",NA,"DRC","Irangi",-1.9,28.45,"Heller et al. 1994","",""
"6476","Pteropodidae","Hypsignathus","monstrosus","SMF","",NA,"DRC","Irangi",-1.9,28.45,"Heller et al. 1994","",""
"6477","Pteropodidae","Myonycteris","torquata","SMF","",NA,"DRC","Irangi",-1.9,28.45,"Heller et al. 1994","",""
"6478","Molossidae","Mops","chapini","","",NA,"Angola","Capelongo",-14.88,15.13,"Hill & Carter 1941","",""
"6479","Molossidae","Otomops","martiensseni","AMNH","",NA,"South Africa","Durban",-29.85,31,"Hill & Carter 1941","",""
"6480","Hipposideridae","Doryrhina","cyclops","","",NA,"Cameroon","Mount Kupe",4.8,9.7,"Hill 1968","",""
"6481","Hipposideridae","Hipposideros","beatus","","",NA,"Cameroon","Bibundi (Isobi)",4.233,8.983,"Hill 1968","",""
"6482","Hipposideridae","Hipposideros","cf. ruber","","",NA,"Cameroon","Mount Cameroon (Buea)",4.15,9.233,"Hill 1968","",""
"6483","Hipposideridae","Hipposideros","cf. ruber","","",NA,"Cameroon","Mount Kupe",4.8,9.7,"Hill 1968","",""
"6484","Hipposideridae","Macronycteris","gigas","","",NA,"Cameroon","Rumpi highlands",4.833,9.167,"Hill 1968","",""
"6485","Miniopteridae","Miniopterus","villiersi","","",NA,"Cameroon","Banso highlands (Lake Oku)",6.167,10.417,"Hill 1968","",""
"6486","Miniopteridae","Miniopterus","villiersi","","",NA,"Cameroon","Mount Kupe",4.8,9.7,"Hill 1968","",""
"6487","Molossidae","Mops","ansorgei","","",NA,"Cameroon","Banso highlands (Lake Oku)",6.167,10.417,"Hill 1968","",""
"6488","Nycteridae","Nycteris","hispida","","",NA,"Cameroon","Mount Kupe (Nyasoso)",4.833,9.683,"Hill 1968","",""
"6489","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Cameroon","Mount Cameroon (Buea)",4.15,9.233,"Hill 1968","",""
"6490","Rhinolophidae","Rhinolophus","alticolus","FMNH42596","15-Aug-36",1936,"Cameroon","Mount Cameroon (Buea)",4.15,9.233,"Hill 1968","Holotype",""
"6491","Rhinolophidae","Rhinolophus","hillorum","","",NA,"Cameroon","Mount Manenguba (Lake)",5.033,9.833,"Hill 1968","",""
"6492","Vespertilionidae","Afronycteris","nana","","",NA,"Cameroon","Rumpi highlands",4.833,9.167,"Hill 1968","",""
"6493","Vespertilionidae","Nycticeinops","eisentrauti","","",NA,"Cameroon","Mount Cameroon (Buea)",4.15,9.233,"Hill 1968","",""
"6494","Vespertilionidae","Nycticeinops","eisentrauti","","",NA,"Cameroon","Mount Kupe",4.8,9.7,"Hill 1968","",""
"6495","Vespertilionidae","Nycticeinops","eisentrauti","ZFMK MAM-1968.0005","18-Feb-57",1957,"Cameroon","Rumpi highlands",4.833,9.167,"Hill 1968","Holotype",""
"6496","Vespertilionidae","Pipistrellus","cf. hesperidus","","",NA,"Cameroon","Banso highlands (Lake Oku)",6.167,10.417,"Hill 1968","",""
"6497","Nycteridae","Nycteris","parisii","","06-Apr-22",1922,"Somalia","Basso Scebeli (Ballei Uen)",0.683,43.067,"Hill 1975","Holotype",""
"6498","Hipposideridae","Hipposideros","marisae","","",NA,"Liberia","Mount Nimba",7.483,-8.567,"Hill 1982","",""
"6499","Miniopteridae","Miniopterus","nimbae","","",NA,"Liberia","Mount Nimba",7.483,-8.567,"Hill 1982","",""
"6500","Molossidae","Mops","major","","",NA,"Liberia","Mount Nimba",7.483,-8.567,"Hill 1982","",""
"6501","Vespertilionidae","Pipistrellus","nanulus","","",NA,"Liberia","Mount Nimba",7.483,-8.567,"Hill 1982","",""
"6502","Hipposideridae","Doryrhina","cyclops","","",NA,"CAR","Bamingui-Bangoran NP",7.567,19.667,"Hill 1983","",""
"6503","Molossidae","Otomops","martiensseni","","",NA,"CAR","Bamingui-Bangoran NP",7.917,19.483,"Hill 1983","",""
"6504","Pteropodidae","Myonycteris","torquata","","",NA,"CAR","Bamingui-Bangoran NP",7.917,19.433,"Hill 1983","",""
"6505","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"CAR","Bamingui-Bangoran NP",7.55,19.967,"Hill 1983","",""
"6506","Rhinolophidae","Rhinolophus","cf. darlingi","BMNH","",NA,"Tanzania","Banagi",-2.283,34.833,"Hill et al. 1988","",""
"6507","Vespertilionidae","Kerivoula","lanosa","BMNH1988.223","",NA,"Nigeria","Numan",9.467,12.05,"Hill et al. 1988","",""
"6508","Vespertilionidae","Myotis","morrisi","","",NA,"Ethiopia","Walaga",10.083,35.633,"Hill et al. 1988","",""
"6509","Vespertilionidae","Myotis","morrisi","BMNH1984.840","",NA,"Nigeria","Numan",9.467,12.05,"Hill et al. 1988","",""
"6510","Vespertilionidae","Laephotis","cf. botswanae","Bat44 Summer2 Plant2","",2017,"South Africa","Wakefield",-29.501,29.894,"Howard et al. 2022","","Yes"
"6511","Hipposideridae","Hipposideros","cf. ruber","","",NA,"Cameroon","Adamawa (S Minim)",6.817,12.833,"Hutterer & Joger 1982","",""
"6512","Hipposideridae","Macronycteris","gigas","","",NA,"Cameroon","Adamawa (S Minim)",6.817,12.833,"Hutterer & Joger 1982","",""
"6513","Miniopteridae","Miniopterus","villiersi","","",NA,"Cameroon","Adamawa (S Minim)",6.817,12.833,"Hutterer & Joger 1982","",""
