"","Family","Genus","Species","Museum_number","Date","Year","Country","Location","Latitude","Longitude","Reference","Holotype","Checked"
"4831","Pteropodidae","Megaloglossus","azagnyi","","",NA,"Sierra Leone","",8.62,-12.12,"Grubb et al. 1998","",""
"4832","Pteropodidae","Megaloglossus","azagnyi","","",NA,"Togo","",8.62,0.87,"Grubb et al. 1998","",""
"4833","Pteropodidae","Megaloglossus","azagnyi","","",NA,"Togo","",8.37,0.63,"Grubb et al. 1998","",""
"4834","Pteropodidae","Megaloglossus","azagnyi","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"4835","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",9.62,-1.62,"Grubb et al. 1998","",""
"4836","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",8.37,0.62,"Grubb et al. 1998","",""
"4837","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",8.12,-1.62,"Grubb et al. 1998","",""
"4838","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",6.62,-0.62,"Grubb et al. 1998","",""
"4839","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",6.62,0.37,"Grubb et al. 1998","",""
"4840","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",6.12,0.37,"Grubb et al. 1998","",""
"4841","Pteropodidae","Myonycteris","angolensis","","",NA,"Ghana","",5,-1.63,"Grubb et al. 1998","",""
"4842","Pteropodidae","Myonycteris","angolensis","","",NA,"Sierra Leone","",9.1,-10.62,"Grubb et al. 1998","",""
"4843","Pteropodidae","Myonycteris","angolensis","","",NA,"Sierra Leone","",8.37,-13.12,"Grubb et al. 1998","",""
"4844","Pteropodidae","Myonycteris","angolensis","","",NA,"Togo","",9.37,1.12,"Grubb et al. 1998","",""
"4845","Pteropodidae","Myonycteris","angolensis","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"4846","Pteropodidae","Myonycteris","angolensis","","",NA,"Togo","",7.37,0.63,"Grubb et al. 1998","",""
"4847","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4848","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",6.62,-2.87,"Grubb et al. 1998","",""
"4849","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",6.37,0.12,"Grubb et al. 1998","",""
"4850","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",6.12,-2.37,"Grubb et al. 1998","",""
"4851","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",6.12,0.12,"Grubb et al. 1998","",""
"4852","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",5.62,-1.37,"Grubb et al. 1998","",""
"4853","Pteropodidae","Myonycteris","leptodon","","",NA,"Ghana","",5.37,-2.12,"Grubb et al. 1998","",""
"4854","Pteropodidae","Myonycteris","leptodon","","",NA,"Togo","",8.12,0.63,"Grubb et al. 1998","",""
"4855","Pteropodidae","Myonycteris","leptodon","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"4856","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4857","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",6.62,-2.87,"Grubb et al. 1998","",""
"4858","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",6.37,-2.37,"Grubb et al. 1998","",""
"4859","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",6.37,-0.37,"Grubb et al. 1998","",""
"4860","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",6.37,0.12,"Grubb et al. 1998","",""
"4861","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",6.12,-0.62,"Grubb et al. 1998","",""
"4862","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Ghana","",5,-1.67,"Grubb et al. 1998","",""
"4863","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Sierra Leone","",7.87,-11.62,"Grubb et al. 1998","",""
"4864","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",10.12,0.62,"Grubb et al. 1998","",""
"4865","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",9.37,1.12,"Grubb et al. 1998","",""
"4866","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",8.62,0.87,"Grubb et al. 1998","",""
"4867","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",8.37,0.63,"Grubb et al. 1998","",""
"4868","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",8.12,0.63,"Grubb et al. 1998","",""
"4869","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",7.62,0.87,"Grubb et al. 1998","",""
"4870","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"4871","Pteropodidae","Nanonycteris","veldkampii","","",NA,"Togo","",6.87,0.63,"Grubb et al. 1998","",""
"4872","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Ghana","",9.62,-1.62,"Grubb et al. 1998","",""
"4873","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Ghana","",8.12,-0.37,"Grubb et al. 1998","",""
"4874","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Ghana","",7.62,0.37,"Grubb et al. 1998","",""
"4875","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Ghana","",6.87,-1.12,"Grubb et al. 1998","",""
"4876","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Ghana","",6.62,-1.62,"Grubb et al. 1998","",""
"4877","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Ghana","",6.12,0.12,"Grubb et al. 1998","",""
"4878","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"4879","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Sierra Leone","",9.62,-11.62,"Grubb et al. 1998","",""
"4880","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Sierra Leone","",7.62,-10.87,"Grubb et al. 1998","",""
"4881","Pteropodidae","Rousettus","aegyptiacus","","",NA,"The Gambia","",13.31,-14.18,"Grubb et al. 1998","",""
"4882","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Togo","",9.37,1.12,"Grubb et al. 1998","",""
"4883","Pteropodidae","Rousettus","aegyptiacus","","",NA,"Togo","",8.62,0.87,"Grubb et al. 1998","",""
"4884","Pteropodidae","Scotonycteris","occidentalis","","",NA,"Ghana","",6.62,-2.87,"Grubb et al. 1998","",""
"4885","Pteropodidae","Scotonycteris","occidentalis","","",NA,"Ghana","",6.12,-0.62,"Grubb et al. 1998","",""
"4886","Pteropodidae","Scotonycteris","occidentalis","","",NA,"Ghana","",5.87,-0.12,"Grubb et al. 1998","",""
"4887","Pteropodidae","Scotonycteris","occidentalis","","",NA,"Ghana","",5.12,-2.12,"Grubb et al. 1998","",""
"4888","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4889","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",8.12,-0.37,"Grubb et al. 1998","",""
"4890","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",7.62,0.37,"Grubb et al. 1998","",""
"4891","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",6.62,-1.87,"Grubb et al. 1998","",""
"4892","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",6.37,-2.37,"Grubb et al. 1998","",""
"4893","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",6.37,-1.37,"Grubb et al. 1998","",""
"4894","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",6.37,-0.37,"Grubb et al. 1998","",""
"4895","Rhinolophidae","Rhinolophus","alcyone","","",NA,"Ghana","",6.12,-1.62,"Grubb et al. 1998","",""
"4896","Rhinolophidae","Rhinolophus","fumigatus","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"4897","Rhinolophidae","Rhinolophus","fumigatus","","",NA,"Sierra Leone","",9.87,-11.37,"Grubb et al. 1998","",""
"4898","Rhinolophidae","Rhinolophus","fumigatus","","",NA,"Sierra Leone","",9.1,-10.62,"Grubb et al. 1998","",""
"4899","Rhinolophidae","Rhinolophus","fumigatus","","",NA,"The Gambia","",13.68,-14.93,"Grubb et al. 1998","",""
"4900","Rhinolophidae","Rhinolophus","fumigatus","","",NA,"Togo","",10.87,0.12,"Grubb et al. 1998","",""
"4901","Rhinolophidae","Rhinolophus","fumigatus","","",NA,"Togo","",9.37,1.12,"Grubb et al. 1998","",""
"4902","Rhinolophidae","Rhinolophus","guineensis","","",NA,"Sierra Leone","",8.87,-12.12,"Grubb et al. 1998","",""
"4903","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",9.62,-1.87,"Grubb et al. 1998","",""
"4904","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4905","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",7.87,-2.12,"Grubb et al. 1998","",""
"4906","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",7.62,0.37,"Grubb et al. 1998","",""
"4907","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",7.62,1.12,"Grubb et al. 1998","",""
"4908","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",6.87,0.37,"Grubb et al. 1998","",""
"4909","Rhinolophidae","Rhinolophus","landeri","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"4910","Rhinolophidae","Rhinolophus","landeri","","",NA,"Sierra Leone","",9.12,-11.12,"Grubb et al. 1998","",""
"4911","Rhinolophidae","Rhinolophus","landeri","","",NA,"Sierra Leone","",8.62,-11.62,"Grubb et al. 1998","",""
"4912","Rhinolophidae","Rhinolophus","landeri","","",NA,"The Gambia","",13.68,-14.93,"Grubb et al. 1998","",""
"4913","Rhinolophidae","Rhinolophus","landeri","","",NA,"The Gambia","",13.44,-16.68,"Grubb et al. 1998","",""
"4914","Rhinolophidae","Rhinolophus","landeri","","",NA,"The Gambia","",13.44,-15.81,"Grubb et al. 1998","",""
"4915","Rhinolophidae","Rhinolophus","landeri","","",NA,"The Gambia","",13.44,-15.56,"Grubb et al. 1998","",""
"4916","Rhinolophidae","Rhinolophus","landeri","","",NA,"Togo","",10.87,0.37,"Grubb et al. 1998","",""
"4917","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4918","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",8.62,0.12,"Grubb et al. 1998","",""
"4919","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",8.12,0.62,"Grubb et al. 1998","",""
"4920","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",7.12,-1.37,"Grubb et al. 1998","",""
"4921","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",6.87,-2.62,"Grubb et al. 1998","",""
"4922","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",6.12,-2.37,"Grubb et al. 1998","",""
"4923","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",6.12,-1.62,"Grubb et al. 1998","",""
"4924","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",5.62,-1.37,"Grubb et al. 1998","",""
"4925","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",5.37,-2.37,"Grubb et al. 1998","",""
"4926","Vespertilionidae","Afronycteris","nana","","",NA,"Ghana","",5.37,-1.37,"Grubb et al. 1998","",""
"4927","Vespertilionidae","Afronycteris","nana","","",NA,"Senegal","",13.68,-16.56,"Grubb et al. 1998","",""
"4928","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"4929","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",9.87,-11.12,"Grubb et al. 1998","",""
"4930","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",9.12,-12.87,"Grubb et al. 1998","",""
"4931","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",8.87,-12.12,"Grubb et al. 1998","",""
"4932","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",8.62,-11.87,"Grubb et al. 1998","",""
"4933","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",8.37,-13.12,"Grubb et al. 1998","",""
"4934","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",8.12,-12.12,"Grubb et al. 1998","",""
"4935","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",7.87,-10.87,"Grubb et al. 1998","",""
"4936","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",7.62,-12.62,"Grubb et al. 1998","",""
"4937","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",7.62,-11.12,"Grubb et al. 1998","",""
"4938","Vespertilionidae","Afronycteris","nana","","",NA,"Sierra Leone","",7.37,-12.37,"Grubb et al. 1998","",""
"4939","Vespertilionidae","Afronycteris","nana","","",NA,"The Gambia","",13.68,-14.93,"Grubb et al. 1998","",""
"4940","Vespertilionidae","Afronycteris","nana","","",NA,"The Gambia","",13.31,-16.68,"Grubb et al. 1998","",""
"4941","Vespertilionidae","Afronycteris","nana","","",NA,"The Gambia","",13.31,-14.31,"Grubb et al. 1998","",""
"4942","Vespertilionidae","Afronycteris","nana","","",NA,"Togo","",10.87,0.62,"Grubb et al. 1998","",""
"4943","Vespertilionidae","Afronycteris","nana","","",NA,"Togo","",9.87,1.12,"Grubb et al. 1998","",""
"4944","Vespertilionidae","Afronycteris","nana","","",NA,"Togo","",9.37,1.12,"Grubb et al. 1998","",""
"4945","Vespertilionidae","Afronycteris","nana","","",NA,"Togo","",7.37,0.87,"Grubb et al. 1998","",""
"4946","Vespertilionidae","Glauconycteris","poensis","","",NA,"Ghana","",6.62,-2.87,"Grubb et al. 1998","",""
"4947","Vespertilionidae","Glauconycteris","poensis","","",NA,"Ghana","",6.62,-1.37,"Grubb et al. 1998","",""
"4948","Vespertilionidae","Glauconycteris","poensis","","",NA,"Sierra Leone","",8.37,-13.12,"Grubb et al. 1998","",""
"4949","Vespertilionidae","Glauconycteris","poensis","","",NA,"Sierra Leone","",8.12,-12.12,"Grubb et al. 1998","",""
"4950","Vespertilionidae","Glauconycteris","poensis","","",NA,"Sierra Leone","",7.87,-11.62,"Grubb et al. 1998","",""
"4951","Vespertilionidae","Glauconycteris","poensis","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"4952","Vespertilionidae","Glauconycteris","superba","BMNH47.10","06-Dec-46",1946,"Ghana","Oda",5.87,-0.87,"Grubb et al. 1998","",""
"4953","Vespertilionidae","Glauconycteris","variegata","","",NA,"Ghana","",10.87,0.62,"Grubb et al. 1998","",""
"4954","Vespertilionidae","Glauconycteris","variegata","","",NA,"Ghana","",10.62,-0.37,"Grubb et al. 1998","",""
"4955","Vespertilionidae","Glauconycteris","variegata","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4956","Vespertilionidae","Glauconycteris","variegata","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"4957","Vespertilionidae","Glauconycteris","variegata","","",NA,"The Gambia","",13.68,-15.31,"Grubb et al. 1998","",""
"4958","Vespertilionidae","Glauconycteris","variegata","","",NA,"The Gambia","",13.56,-16.18,"Grubb et al. 1998","",""
"4959","Vespertilionidae","Kerivoula","lanosa","","",NA,"Ghana","",6.37,-1.12,"Grubb et al. 1998","",""
"4960","Vespertilionidae","Kerivoula","phalaena","NHMUK1912.6.20.3","24-Apr-12",1912,"Ghana","Bibianaha, inland from Denkwa",6.37,-2.37,"Grubb et al. 1998","Holotype",""
"4961","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Ghana","",9.12,-1.87,"Grubb et al. 1998","",""
"4962","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Ghana","",7.87,-1.87,"Grubb et al. 1998","",""
"4963","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Ghana","",6.62,-2.87,"Grubb et al. 1998","",""
"4964","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Ghana","",6.62,-0.87,"Grubb et al. 1998","",""
"4965","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"4966","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"4967","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Sierra Leone","",9.62,-10.87,"Grubb et al. 1998","",""
"4968","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Togo","",10.87,1.12,"Grubb et al. 1998","",""
"4969","Vespertilionidae","Laephotis","cf. capensis","","",NA,"Togo","",9.37,1.12,"Grubb et al. 1998","",""
"4970","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Ghana","",6.62,-0.87,"Grubb et al. 1998","",""
"4971","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Ghana","",5.37,-1.37,"Grubb et al. 1998","",""
"4972","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Sierra Leone","",8.37,-13.12,"Grubb et al. 1998","",""
"4973","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Sierra Leone","",8.12,-12.62,"Grubb et al. 1998","",""
"4974","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Sierra Leone","",8.12,-12.12,"Grubb et al. 1998","",""
"4975","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Sierra Leone","",8.12,-11.12,"Grubb et al. 1998","",""
"4976","Vespertilionidae","Mimetillus","moloneyi","","",NA,"Sierra Leone","",7.87,-11.62,"Grubb et al. 1998","",""
"4977","Vespertilionidae","Myotis","bocagii","","",NA,"Ghana","",10.87,0.62,"Grubb et al. 1998","",""
"4978","Vespertilionidae","Myotis","bocagii","","",NA,"Ghana","",6.12,0.12,"Grubb et al. 1998","",""
"4979","Vespertilionidae","Neoromicia","guineensis","","",NA,"Ghana","",9.37,-0.12,"Grubb et al. 1998","",""
"4980","Vespertilionidae","Neoromicia","guineensis","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"4981","Vespertilionidae","Neoromicia","guineensis","","",NA,"Ghana","",5.62,-0.12,"Grubb et al. 1998","",""
"4982","Vespertilionidae","Neoromicia","somalica","","",NA,"Ghana","",10.87,0.37,"Grubb et al. 1998","",""
"4983","Vespertilionidae","Neoromicia","somalica","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"4984","Vespertilionidae","Neoromicia","somalica","","",NA,"Ghana","",8.62,0.12,"Grubb et al. 1998","",""
"4985","Vespertilionidae","Neoromicia","somalica","","",NA,"Sierra Leone","",9.87,-12.12,"Grubb et al. 1998","",""
"4986","Vespertilionidae","Neoromicia","somalica","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"4987","Vespertilionidae","Nycticeinops","musciculus","","",NA,"Ghana","",6.37,-2.37,"Grubb et al. 1998","",""
"4988","Vespertilionidae","Nycticeinops","musciculus","","",NA,"Ghana","",5.37,-2.12,"Grubb et al. 1998","",""
"4989","Vespertilionidae","Nycticeinops","musciculus","","",NA,"Ghana","",4.88,-2.12,"Grubb et al. 1998","",""
"4990","Vespertilionidae","Nycticeinops","musciculus","","",NA,"Ghana","",4.88,-1.87,"Grubb et al. 1998","",""
"4991","Vespertilionidae","Nycticeinops","musciculus","","",NA,"Sierra Leone","",8.62,-13.12,"Grubb et al. 1998","",""
"4992","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"Ghana","",10.87,-0.62,"Grubb et al. 1998","",""
"4993","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"Ghana","",10.62,-0.37,"Grubb et al. 1998","",""
"4994","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"4995","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"Togo","",10.12,0.62,"Grubb et al. 1998","",""
"4996","Vespertilionidae","Nycticeinops","schlieffeni","","",NA,"Togo","",8.62,0.87,"Grubb et al. 1998","",""
"4997","Vespertilionidae","Pipistrellus","nanulus","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"4998","Vespertilionidae","Pipistrellus","nanulus","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"4999","Vespertilionidae","Pipistrellus","nanulus","","",NA,"Sierra Leone","",9.37,-11.87,"Grubb et al. 1998","",""
"5000","Vespertilionidae","Pipistrellus","rusticus","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"5001","Vespertilionidae","Pseudoromicia","rendalli","","",NA,"Sierra Leone","",8.62,-10.87,"Grubb et al. 1998","",""
"5002","Vespertilionidae","Pseudoromicia","rendalli","NHMUK1889.3.2.3","",1889,"The Gambia","Bathurst (=Banjul)",13.44,-16.56,"Grubb et al. 1998","Holotype",""
"5003","Vespertilionidae","Pseudoromicia","rendalli","","",NA,"Togo","",10.87,0.37,"Grubb et al. 1998","",""
"5004","Vespertilionidae","Pseudoromicia","rendalli","","",NA,"Togo","",10.87,0.62,"Grubb et al. 1998","",""
"5005","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Ghana","",8.12,0.62,"Grubb et al. 1998","",""
"5006","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Ghana","",6.62,0.37,"Grubb et al. 1998","",""
"5007","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Ghana","",5.37,-1.37,"Grubb et al. 1998","",""
"5008","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Sierra Leone","",8.87,-12.12,"Grubb et al. 1998","",""
"5009","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Sierra Leone","",8.62,-11.12,"Grubb et al. 1998","",""
"5010","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Sierra Leone","",8.37,-11.62,"Grubb et al. 1998","",""
"5011","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Sierra Leone","",7.87,-11.62,"Grubb et al. 1998","",""
"5012","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Sierra Leone","",7.87,-10.87,"Grubb et al. 1998","",""
"5013","Vespertilionidae","Pseudoromicia","tenuipinnis","","",NA,"Sierra Leone","",7.62,-12.62,"Grubb et al. 1998","",""
"5014","Vespertilionidae","Scotoecus","albofuscus","NMUK1889.12.12.2","",1890,"The Gambia","",13.44,-16.56,"Grubb et al. 1998","Holotype",""
"5015","Vespertilionidae","Scotoecus","hindei","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"5016","Vespertilionidae","Scotoecus","hirundo","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"5017","Vespertilionidae","Scotoecus","hirundo","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"5018","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Ghana","",9.62,-0.87,"Grubb et al. 1998","",""
"5019","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"5020","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Ghana","",9.37,-0.12,"Grubb et al. 1998","",""
"5021","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Ghana","",6.62,-0.87,"Grubb et al. 1998","",""
"5022","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Ghana","",5.87,-0.87,"Grubb et al. 1998","",""
"5023","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Ghana","",5.62,-0.12,"Grubb et al. 1998","",""
"5024","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Sierra Leone","",9.87,-11.62,"Grubb et al. 1998","",""
"5025","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Sierra Leone","",8.87,-12.12,"Grubb et al. 1998","",""
"5026","Vespertilionidae","Scotophilus","leucogaster","","",NA,"The Gambia","",13.44,-15.56,"Grubb et al. 1998","",""
"5027","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Togo","",10.87,0.12,"Grubb et al. 1998","",""
"5028","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Togo","",10.87,0.37,"Grubb et al. 1998","",""
"5029","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Togo","",10.87,0.62,"Grubb et al. 1998","",""
"5030","Vespertilionidae","Scotophilus","leucogaster","","",NA,"Togo","",10.87,1.12,"Grubb et al. 1998","",""
"5031","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",10.87,-0.12,"Grubb et al. 1998","",""
"5032","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"5033","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",9.12,-1.87,"Grubb et al. 1998","",""
"5034","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",8.62,0.12,"Grubb et al. 1998","",""
"5035","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",8.37,0.62,"Grubb et al. 1998","",""
"5036","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",7.87,-1.87,"Grubb et al. 1998","",""
"5037","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
"5038","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",8.87,-12.87,"Grubb et al. 1998","",""
"5039","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",8.87,-12.12,"Grubb et al. 1998","",""
"5040","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",8.37,-13.12,"Grubb et al. 1998","",""
"5041","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",8.12,-12.37,"Grubb et al. 1998","",""
"5042","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",8.12,-12.12,"Grubb et al. 1998","",""
"5043","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",7.87,-11.62,"Grubb et al. 1998","",""
"5044","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Sierra Leone","",7.62,-12.62,"Grubb et al. 1998","",""
"5045","Vespertilionidae","Scotophilus","livingstonii","","",NA,"The Gambia","",13.68,-14.93,"Grubb et al. 1998","",""
"5046","Vespertilionidae","Scotophilus","livingstonii","","",NA,"The Gambia","",13.44,-16.68,"Grubb et al. 1998","",""
"5047","Vespertilionidae","Scotophilus","livingstonii","","",NA,"The Gambia","",13.44,-15.93,"Grubb et al. 1998","",""
"5048","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Togo","",7.62,1.12,"Grubb et al. 1998","",""
"5049","Vespertilionidae","Scotophilus","livingstonii","","",NA,"Togo","",7.37,0.87,"Grubb et al. 1998","",""
"5050","Vespertilionidae","Scotophilus","nigrita","","",NA,"Ghana","",9.12,-1.87,"Grubb et al. 1998","",""
"5051","Vespertilionidae","Scotophilus","nigrita","","",NA,"Togo","",10.87,0.62,"Grubb et al. 1998","",""
"5052","Vespertilionidae","Scotophilus","nigritellus","","",NA,"Ghana","",9.62,-0.87,"Grubb et al. 1998","",""
"5053","Vespertilionidae","Scotophilus","nigritellus","","",NA,"Ghana","",9.37,-1.87,"Grubb et al. 1998","",""
"5054","Vespertilionidae","Scotophilus","nigritellus","","",NA,"Ghana","",5.87,0.12,"Grubb et al. 1998","",""
