,Family,Genus,Species,Museum_number,Date,Year,Country,Location,Latitude,Longitude,Reference,Holotype,Checked
1,Pteropodidae,Casinycteris,argynnis,BMNH 1911.5.5.1,19-Nov-09,1909,Cameroon,Bitye,3.2167,12.3667,Aellen 1952,Holotype,
2,Pteropodidae,Casinycteris,argynnis,,,2018,Cameroon,Dja Biosphere Reserve,3,13,Atagana et al. 2021,,
3,Pteropodidae,Casinycteris,argynnis,MHNG,26-Oct-59,1959,Cameroon,"à 6 km au NNW de Sangmelima, Foulassi/South Province",2.9833,11.9667,GBIF,,
4,Pteropodidae,Casinycteris,argynnis,MHNG,25-Apr-53,1953,Cameroon,"Mefo, 4 Km N Sangmelima/South Province",2.7833,10.8167,GBIF,,
5,Pteropodidae,Casinycteris,argynnis,FMNH 240664,,2019,Cameroon,"Mbammikom, camp 3",3.9168,11.3733,Grunwald et al. 2024,,
6,Pteropodidae,Casinycteris,argynnis,MNHN,17-Nov-08,2008,Central African Republic,"Réserve intégrale de la Mbaéré-Bodingué, case de Kpoka",3.898,17.157,GBIF,,
7,Pteropodidae,Casinycteris,argynnis,iNaturalist,04-Nov-10,2010,Central African Republic,Sangha-Mbaéré,2.9854,16.2337,GBIF,,
8,Pteropodidae,Casinycteris,argynnis,AMNH 269915,,1996,Central African Republic,Dzanga-Sanga FR,3.6,16.3333,Lunde & Beresford 1997,,
9,Pteropodidae,Casinycteris,argynnis,RMCAa1.097-M-0412,,1984,Democratic Republic of Congo,Bena Mbala,-6.8,23.78,Bergmans 1990,,
10,Pteropodidae,Casinycteris,argynnis,RMCA27430,,1979,Democratic Republic of Congo,Lukonga,-5.8,22.45,Bergmans 1990,,
11,Pteropodidae,Casinycteris,argynnis,RMCA93.079-M-0092,,1995,Democratic Republic of Congo,Mbwambala,-5.05,18.9,Bergmans 1990,,
12,Pteropodidae,Casinycteris,argynnis,AMNH 48751,,1910,Democratic Republic of Congo,Medje,2.4167,27.3,Bergmans 1990,,
13,Pteropodidae,Casinycteris,argynnis,,,1995,Democratic Republic of Congo,Kitwit,-5.08,18.91,Van Cakenberghe et al. 1999,,
14,Pteropodidae,Casinycteris,argynnis,,,2007,Democratic Republic of Congo,Baliko,0.2413,20.8833,Van Cakenberghe et al. 2017,,
15,Pteropodidae,Casinycteris,argynnis,,,1967,Democratic Republic of Congo,Boende,0.2333,20.8333,Van Cakenberghe et al. 2017,,
16,Pteropodidae,Casinycteris,argynnis,,,2010,Democratic Republic of Congo,Bomane,1.3,23.783,Van Cakenberghe et al. 2017,,
17,Pteropodidae,Casinycteris,argynnis,RMCA,,1985,Democratic Republic of Congo,Boteka,-0.33,19.2,Van Cakenberghe et al. 2017,,
18,Pteropodidae,Casinycteris,argynnis,UNIKIS,,2015,Democratic Republic of Congo,Epulu,1.3833,28.5,Van Cakenberghe et al. 2017,,
19,Pteropodidae,Casinycteris,argynnis,RMCA27430,,1956,Democratic Republic of Congo,Irangi,-1.9,28.45,Van Cakenberghe et al. 2017,,
20,Pteropodidae,Casinycteris,argynnis,RMNH,,1993,Democratic Republic of Congo,Kumi,-4.533,26.55,Van Cakenberghe et al. 2017,,
21,Pteropodidae,Casinycteris,argynnis,RMCA,,1965,Democratic Republic of Congo,Luluabourg (=Kananga),-5.88,22.43,Van Cakenberghe et al. 2017,,
22,Pteropodidae,Casinycteris,argynnis,ZMA,,1992,Democratic Republic of Congo,Lwana river,-1.9,28.467,Van Cakenberghe et al. 2017,,
23,Pteropodidae,Casinycteris,argynnis,RMCA16211,,1926,Democratic Republic of Congo,Stanleyville (=Kisangani),0.55,25.2333,Van Cakenberghe et al. 2017,,
24,Pteropodidae,Casinycteris,argynnis,RMCA,,1992,Democratic Republic of Congo,Wafanya,-1.35,20.33,Van Cakenberghe et al. 2017,,
25,Pteropodidae,Casinycteris,argynnis,UNIKIS,,2010,Democratic Republic of Congo,Yaekela,3.913,29.133,Van Cakenberghe et al. 2017,,
26,Pteropodidae,Casinycteris,argynnis,RMCA,,2012,Democratic Republic of Congo,Yoko,1.283,25.283,Van Cakenberghe et al. 2017,,
27,Pteropodidae,Casinycteris,argynnis,FMNH,06-Oct-12,2012,Uganda,Mabira,0.4373,32.954,Thorn & Kerbis Peterhans 2009,,
28,Pteropodidae,Casinycteris,campomaanensis,MNHN1011-637,18-Nov-07,2011,Cameroon,Campo-Ma'an NP,2.397,10.0449,Hassanin et al. 2014,Holotype,
29,Pteropodidae,Casinycteris,campomaanensis,FN 103,,2011,Nigeria,"Okomu NP, C2",6.345,5.358,Tanshi et al. 2019,,
30,Pteropodidae,Casinycteris,ophiodon,ZMB50001,,1899,Cameroon,Bipindi,3.1,10.5,Bergmans 1990,Holotype,
31,Pteropodidae,Casinycteris,ophiodon,,,NA,Cameroon,"Eseka, 3km W",3.65,10.7667,Bergmans 1990,,
32,Pteropodidae,Casinycteris,ophiodon,MHNG,,NA,Cameroon,"à 6 km au NNW de Sangmelima, Foulassi/South Province",2.9833,11.9667,GBIF,,
33,Pteropodidae,Casinycteris,ophiodon,SMNS,,1957,Cameroon,Malende swamp,4.35,9.433,Mongombe et al. 2020,,Yes
34,Pteropodidae,Casinycteris,ophiodon,ZFMK,,1961,Cameroon,Mueli,4.383,9.117,Mongombe et al. 2020,,Yes
35,Pteropodidae,Casinycteris,ophiodon,ZFMK,,NA,Equatorial Guinea,Bioko Island,3.75,8.8,Eisentraut 1973,,
36,Pteropodidae,Casinycteris,ophiodon,USNM 414017,05-Jan-68,1968,Ghana,"Prestea, 32 miles W",5.383,-2.467,Bergmans 1990,,
37,Pteropodidae,Casinycteris,ophiodon,BMNH 46.229,24-Dec-45,1945,Ghana,Oda,5.87,-0.87,Grubb et al. 1998,,
38,Pteropodidae,Casinycteris,ophiodon,,,2000,Ivory Coast,Tai NP,5.8333,-7.35,Fahr & Kalko 2011,,
39,Pteropodidae,Casinycteris,ophiodon,USNM,20-Jul-71,1971,Liberia,"Tars Town, 25 km N Zwedru",6.22,-8.13,Bergmans 1990,,
40,Pteropodidae,Casinycteris,ophiodon,,,1968,Liberia,Mount Nimba,7.4833,-8.5667,Coe 1975,,
41,Pteropodidae,Casinycteris,ophiodon,AMNH,,1988,Liberia,Jaoudi,5.45,-8.25,Koopman 1989,,
42,Pteropodidae,Casinycteris,ophiodon,AMNH,,1988,Liberia,Juarzohn,5.4167,-8.7833,Koopman 1989,,
43,Pteropodidae,Casinycteris,ophiodon,,,NA,Republic of Congo,Dimonika,-4.2167,12.4333,Dowsett et al. 1991,,
44,Pteropodidae,Casinycteris,ophiodon,,,1990,Republic of Congo,Goumina,-4.1333,12.1167,Dowsett et al. 1991,,
45,Pteropodidae,Eidolon,helvum,ZMB4239,,NA,Angola,Benguela,-12.63,13.38,Bergmans 1990,,
46,Pteropodidae,Eidolon,helvum,FMNH81729,,1954,Angola,"Camatabela, 30km W",-8.38,15.13,Bergmans 1990,,
47,Pteropodidae,Eidolon,helvum,ZMB5224,,NA,Angola,Chinchoxo,-5.13,12.13,Bergmans 1990,,
48,Pteropodidae,Eidolon,helvum,,,NA,Angola,Caconda,-13.63,15.13,Crawford-Cabral 1989,,
49,Pteropodidae,Eidolon,helvum,,,NA,Angola,Rio Cuilo,-5.88,16.38,Crawford-Cabral 1989,,
50,Pteropodidae,Eidolon,helvum,MDL 3422,04-Nov-53,1953,Angola,Dundo,-7.38,20.88,Hayman 1963,,
51,Pteropodidae,Eidolon,helvum,IICT1900014,22-Dec-51,1951,Angola,Santo Antonio do Zaire (=Soyo),-6.12,12.35,Lopes & Crawford-Cabral 1990,,
52,Pteropodidae,Eidolon,helvum,,,1968,Benin,Kpodave,6.8167,1.7667,Robbins 1980,,
53,Pteropodidae,Eidolon,helvum,,,1968,Benin,Soubroukou,9.1833,1.6333,Robbins 1980,,
54,Pteropodidae,Eidolon,helvum,,,1968,Benin,Tourou,9.35,2.55,Robbins 1980,,
55,Pteropodidae,Eidolon,helvum,,,NA,Burkina Faso,Boromo,11.75,-2.9333,Koch-Weser 1984,,
56,Pteropodidae,Eidolon,helvum,,,NA,Burkina Faso,Dedougou,12.4167,-3.5,Koch-Weser 1984,,
57,Pteropodidae,Eidolon,helvum,,,NA,Burkina Faso,Diebougou,10.9167,-3.25,Koch-Weser 1984,,
58,Pteropodidae,Eidolon,helvum,SMF,,1980,Burkina Faso,Dori,14.0333,-0.0333,Koch-Weser 1984,,
59,Pteropodidae,Eidolon,helvum,SMF,,1980,Burkina Faso,Ouagadougou,12.3667,-1.5167,Koch-Weser 1984,,
60,Pteropodidae,Eidolon,helvum,,,1972,Burkina Faso,Fo,11.8833,-4.5167,Koopman et al. 1978,,
61,Pteropodidae,Eidolon,helvum,,,1972,Burkina Faso,Koutoura,10.3167,-4.8833,Koopman et al. 1978,,
62,Pteropodidae,Eidolon,helvum,,,1972,Burkina Faso,Sideradougou,10.6667,-4.25,Koopman et al. 1978,,
63,Pteropodidae,Eidolon,helvum,SMF,,1979,Burundi,Kayanza,-2.9167,29.6333,Kock 1981,,
64,Pteropodidae,Eidolon,helvum,MHNG,,1970,Burundi,Buhoro,-2.7,29.183,Van Cakenberghe et al. 2017,,
65,Pteropodidae,Eidolon,helvum,MHNG,,1971,Burundi,Mabaye,-2.05,29.417,Van Cakenberghe et al. 2017,,
66,Pteropodidae,Eidolon,helvum,RBINS,,1976,Burundi,Bujumbura,-3.3933,29.375,Verschuren 1980,,
67,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Bipindi,3.0833,10.5,Aellen 1952,,
68,Pteropodidae,Eidolon,helvum,,,1947,Cameroon,Campo,2.4,9.85,Aellen 1952,,
69,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Douala,4.6833,9.7,Aellen 1952,,
70,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Edea,3.8,10.2333,Aellen 1952,,
71,Pteropodidae,Eidolon,helvum,,,1947,Cameroon,Kribi,2.9667,9.9167,Aellen 1952,,
72,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Makumunu,6.3,9.5167,Aellen 1952,,
73,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Mamfe,5.7833,9.3,Aellen 1952,,
74,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Moloundou,2.0667,15.25,Aellen 1952,,
75,Pteropodidae,Eidolon,helvum,,,1947,Cameroon,Ndoungue,4.9333,9.8,Aellen 1952,,
76,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Yaounde,3.8667,11.5167,Aellen 1952,,
77,Pteropodidae,Eidolon,helvum,,,2011,Cameroon,"Maroua, Ponte Rouge",10.597,14.315,Bakwo Fils et al. 2014,,
78,Pteropodidae,Eidolon,helvum,,,NA,Cameroon,Limbe (Nicolls-Insel),3.9667,9.2333,Eisentraut 1956,,
79,Pteropodidae,Eidolon,helvum,,,2017,Cameroon,Bafoussam.1,5.4666,10.3981,Manfothang et al. 2021,,Yes
80,Pteropodidae,Eidolon,helvum,,,2018,Cameroon,Dschang.1,5.4495,10.0613,Manfothang et al. 2021,,Yes
81,Pteropodidae,Eidolon,helvum,,,2017,Cameroon,Magba.1,6.0565,11.2887,Manfothang et al. 2021,,Yes
82,Pteropodidae,Eidolon,helvum,,,2017,Cameroon,Tonga.1,4.9721,10.6979,Manfothang et al. 2021,,Yes
83,Pteropodidae,Eidolon,helvum,,,1938,Cameroon,Bimbia,3.97,9.2333,Mongombe et al. 2020,,Yes
84,Pteropodidae,Eidolon,helvum,,,1938,Cameroon,Buea,4.15,9.2,Mongombe et al. 2020,,Yes
85,Pteropodidae,Eidolon,helvum,,,2016,Cameroon,"Mount Cameroon, station 1",4.1298,9.3677,Mongombe et al. 2020,,Yes
86,Pteropodidae,Eidolon,helvum,,,2016,Cameroon,"Mount Cameroon, station 2",4.0807,9.3677,Mongombe et al. 2020,,Yes
87,Pteropodidae,Eidolon,helvum,,,2016,Cameroon,"Mount Cameroon, station 4",4.131,9.2358,Mongombe et al. 2020,,Yes
88,Pteropodidae,Eidolon,helvum,,,2016,Cameroon,"Mount Cameroon, station 6",4.1386,9.1993,Mongombe et al. 2020,,Yes
89,Pteropodidae,Eidolon,helvum,,,NA,Central African Republic,Bozoum,6.3167,16.3833,Schlitter et al. 1982,,
90,Pteropodidae,Eidolon,helvum,,,NA,Central African Republic,Zemio,5.0333,25.1333,Schlitter et al. 1982,,
91,Pteropodidae,Eidolon,helvum,,,NA,Chad,Fort Lamy (=N'Djamena),12.1333,15,Aellen 1952,,
92,Pteropodidae,Eidolon,helvum,,,NA,Chad,Melfi mountains,11.06,18,Bergmans 1990,,
93,Pteropodidae,Eidolon,helvum,RMCA,,NA,Democratic Republic of Congo,Djomba,-1.3333,29.5667,Hayman et al. 1966,,
94,Pteropodidae,Eidolon,helvum,RMCA,,NA,Democratic Republic of Congo,Mahagi,2.2667,30.9833,Hayman et al. 1966,,
95,Pteropodidae,Eidolon,helvum,TM45594,28-Jan-96,1996,Democratic Republic of Congo,Kitwit,-5.08,18.91,Monadjem et al. 2020,,Yes
96,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Avakubi,1.3,27.5833,Van Cakenberghe et al. 2017,,
97,Pteropodidae,Eidolon,helvum,RMCA,,1939,Democratic Republic of Congo,Boende,0.2333,20.8333,Van Cakenberghe et al. 2017,,
98,Pteropodidae,Eidolon,helvum,RMCA,,1959,Democratic Republic of Congo,Bokalakala,-2.0833,16.4,Van Cakenberghe et al. 2017,,
99,Pteropodidae,Eidolon,helvum,RMCA,,1950,Democratic Republic of Congo,Bokuma,-0.1,18.6833,Van Cakenberghe et al. 2017,,
100,Pteropodidae,Eidolon,helvum,RMCA,,1949,Democratic Republic of Congo,Bokungu,-0.75,22.4167,Van Cakenberghe et al. 2017,,
101,Pteropodidae,Eidolon,helvum,RMCA,,1958,Democratic Republic of Congo,Bolobo,-2.15,16.2333,Van Cakenberghe et al. 2017,,
102,Pteropodidae,Eidolon,helvum,RMCA,,1928,Democratic Republic of Congo,Boma,-5.83,13.05,Van Cakenberghe et al. 2017,,
103,Pteropodidae,Eidolon,helvum,RMCA,,1952,Democratic Republic of Congo,Bukavu,-2.4833,28.8833,Van Cakenberghe et al. 2017,,
104,Pteropodidae,Eidolon,helvum,RMCA,,1938,Democratic Republic of Congo,Buta,2.8167,24.8333,Van Cakenberghe et al. 2017,,
105,Pteropodidae,Eidolon,helvum,RMCA,,1956,Democratic Republic of Congo,Butembo region,0.15,29.3,Van Cakenberghe et al. 2017,,
106,Pteropodidae,Eidolon,helvum,RMCA,,1932,Democratic Republic of Congo,Dilolo,-10.48,22.48,Van Cakenberghe et al. 2017,,
107,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Eala,0.0333,18.3667,Van Cakenberghe et al. 2017,,
108,Pteropodidae,Eidolon,helvum,RMCA,,NA,Democratic Republic of Congo,Franz-Jozef falls,-7.5667,17.2333,Van Cakenberghe et al. 2017,,
109,Pteropodidae,Eidolon,helvum,RMCA,,1919,Democratic Republic of Congo,Ibembo,2.6,23.6667,Van Cakenberghe et al. 2017,,
110,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Ikengo,-0.1333,18.15,Van Cakenberghe et al. 2017,,
111,Pteropodidae,Eidolon,helvum,RMCA,,1923,Democratic Republic of Congo,Inkongo,-4.92,23.25,Van Cakenberghe et al. 2017,,
112,Pteropodidae,Eidolon,helvum,RBINS,,1947,Democratic Republic of Congo,Isato,3,18.7833,Van Cakenberghe et al. 2017,,
113,Pteropodidae,Eidolon,helvum,RMCA,,1952,Democratic Republic of Congo,Iyonda,-0.0333,18.2,Van Cakenberghe et al. 2017,,
114,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Kabambaie,-5.75,20.82,Van Cakenberghe et al. 2017,,
115,Pteropodidae,Eidolon,helvum,RMCA,,1957,Democratic Republic of Congo,Kabobo Mtn,-5.0667,29,Van Cakenberghe et al. 2017,,
116,Pteropodidae,Eidolon,helvum,RMCA,,1900,Democratic Republic of Congo,Katanga,-10,27.5,Van Cakenberghe et al. 2017,,
117,Pteropodidae,Eidolon,helvum,RMCA,,1946,Democratic Republic of Congo,Keseki,-2.0167,16.35,Van Cakenberghe et al. 2017,,
118,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Kinda,-9.23,25.07,Van Cakenberghe et al. 2017,,
119,Pteropodidae,Eidolon,helvum,RBINS,,1948,Democratic Republic of Congo,Kisanga,0.2667,29.7167,Van Cakenberghe et al. 2017,,
120,Pteropodidae,Eidolon,helvum,RMCA,,1946,Democratic Republic of Congo,Kisenyi,-1.6667,29.25,Van Cakenberghe et al. 2017,,
121,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Kitundu,-9.5,24.9167,Van Cakenberghe et al. 2017,,
122,Pteropodidae,Eidolon,helvum,RMCA,,1960,Democratic Republic of Congo,Kitutu,-3.3,28.0833,Van Cakenberghe et al. 2017,,
123,Pteropodidae,Eidolon,helvum,RMCA,,1951,Democratic Republic of Congo,Kitwabaluzi,-2.9167,28.5833,Van Cakenberghe et al. 2017,,
124,Pteropodidae,Eidolon,helvum,RMCA,,1938,Democratic Republic of Congo,Kuleponge,3.3833,25.7833,Van Cakenberghe et al. 2017,,
125,Pteropodidae,Eidolon,helvum,RMCA,,1930,Democratic Republic of Congo,Kunungu,-2.1,16.4333,Van Cakenberghe et al. 2017,,
126,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Kwamouth,-3.15,16.2,Van Cakenberghe et al. 2017,,
127,Pteropodidae,Eidolon,helvum,RMCA,,1947,Democratic Republic of Congo,Leopoldville (=Kinshasa),-4.3,15.3,Van Cakenberghe et al. 2017,,
128,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Luebo,-5.33,21.55,Van Cakenberghe et al. 2017,,
129,Pteropodidae,Eidolon,helvum,BMNH,,NA,Democratic Republic of Congo,Lufira River,-10.9,26.667,Van Cakenberghe et al. 2017,,
130,Pteropodidae,Eidolon,helvum,RMCA,,NA,Democratic Republic of Congo,Luluabourg (=Kananga),-5.88,22.43,Van Cakenberghe et al. 2017,,
131,Pteropodidae,Eidolon,helvum,RMCA,,1937,Democratic Republic of Congo,Lusanga Mwanza,-5.83,13.05,Van Cakenberghe et al. 2017,,
132,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Medje,2.4167,27.3,Van Cakenberghe et al. 2017,,
133,Pteropodidae,Eidolon,helvum,RMCA,,1952,Democratic Republic of Congo,Mondombe,-0.9167,22.8667,Van Cakenberghe et al. 2017,,
134,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Mongende,-2.1,16.3333,Van Cakenberghe et al. 2017,,
135,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Mpe,-3.2667,18,Van Cakenberghe et al. 2017,,
136,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Muezi Lupungu,-9.4167,24.9167,Van Cakenberghe et al. 2017,,
137,Pteropodidae,Eidolon,helvum,RMCA,,1940,Democratic Republic of Congo,Mulungu region,-2.3,28.8,Van Cakenberghe et al. 2017,,
138,Pteropodidae,Eidolon,helvum,RBINS,,1943,Democratic Republic of Congo,Ngerere Lepi,0.65,29.8833,Van Cakenberghe et al. 2017,,
139,Pteropodidae,Eidolon,helvum,RBINS,,1884,Democratic Republic of Congo,Niam-Niam,5.05,27.1167,Van Cakenberghe et al. 2017,,
140,Pteropodidae,Eidolon,helvum,RMCA,,1914,Democratic Republic of Congo,Oshwe,-3.4,19.5333,Van Cakenberghe et al. 2017,,
141,Pteropodidae,Eidolon,helvum,RMCA,,1939,Democratic Republic of Congo,Shabunda,-2.7,27.3333,Van Cakenberghe et al. 2017,,
142,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Tondu,-0.8833,18.15,Van Cakenberghe et al. 2017,,
143,Pteropodidae,Eidolon,helvum,RMCA,,1921,Democratic Republic of Congo,Tshikapa,-6.47,20.8,Van Cakenberghe et al. 2017,,
144,Pteropodidae,Eidolon,helvum,RMCA,,1899,Democratic Republic of Congo,Umangi,2.1667,21.15,Van Cakenberghe et al. 2017,,
145,Pteropodidae,Eidolon,helvum,RBINS,,1947,Democratic Republic of Congo,Yangambi,0.7833,24.4,Van Cakenberghe et al. 2017,,
146,Pteropodidae,Eidolon,helvum,RMCA,,1954,Democratic Republic of Congo,Yokamba,-0.3167,21.65,Van Cakenberghe et al. 2017,,
147,Pteropodidae,Eidolon,helvum,RMCA,,NA,Democratic Republic of Congo,Zambi,-5.85,12.87,Van Cakenberghe et al. 2017,,
148,Pteropodidae,Eidolon,helvum,EBD_MAM,19-Jun-88,1988,Equatorial Guinea,"Bioko Island, Malabo",3.75,8.8,GBIF,,
149,Pteropodidae,Eidolon,helvum,UNM,,1967,Equatorial Guinea,Ikunde (Bata),1.85,9.7667,Jones 1971,,
150,Pteropodidae,Eidolon,helvum,,,NA,Ethiopia,"Dech island, Lake Tana",11.9,37.2833,Largen et al. 1974,,
151,Pteropodidae,Eidolon,helvum,USNM,,1972,Ethiopia,Gambela,8.25,34.5833,Largen et al. 1974,,
152,Pteropodidae,Eidolon,helvum,USNM,,1974,Ethiopia,Bulcha Forest,6.1833,38.1667,Yalden et al. 1996,,
153,Pteropodidae,Eidolon,helvum,USNM,,1974,Ethiopia,Didessa River bridge,9.0333,36.15,Yalden et al. 1996,,
154,Pteropodidae,Eidolon,helvum,,,1963,Gabon,Makokou,0.55,12.85,Brosset 1966b,,
155,Pteropodidae,Eidolon,helvum,,02-Oct-21,2021,Ghana,Ahokwa,6.3016,-2.4889,C. Montauban Unpublished,,Yes
156,Pteropodidae,Eidolon,helvum,,10-Mar-22,2022,Ghana,Ankasa,5.1826,-2.6792,C. Montauban Unpublished,,Yes
157,Pteropodidae,Eidolon,helvum,ROM,13-Aug-65,1965,Ghana,11 km NE of Kade,6.1333,-0.85,GBIF,,
158,Pteropodidae,Eidolon,helvum,USNM,16-Jul-67,1967,Ghana,Bator,6.08,0.42,GBIF,,
159,Pteropodidae,Eidolon,helvum,ROM,30-Jan-70,1970,Ghana,Elemina,5.0833,-1.3667,GBIF,,
160,Pteropodidae,Eidolon,helvum,USNM,13-May-68,1968,Ghana,Gambaga,10.52,-0.47,GBIF,,
161,Pteropodidae,Eidolon,helvum,USNM,07-Dec-67,1967,Ghana,Legon,5.67,-0.2,GBIF,,
162,Pteropodidae,Eidolon,helvum,USNM,07-Aug-67,1967,Ghana,"Nkawkaw, 1 Mi N",6.55,-0.73,GBIF,,
163,Pteropodidae,Eidolon,helvum,USNM,10-Oct-68,1968,Ghana,Oda,5.87,-1,GBIF,,
164,Pteropodidae,Eidolon,helvum,FMNH,22-Nov-45,1945,Ghana,Winneba,5.3333,-0.6167,GBIF,,
165,Pteropodidae,Eidolon,helvum,USNM,08-Apr-68,1968,Ghana,Yabraso,8.07,-1.8,GBIF,,
166,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,5.13,-1.62,Grubb et al. 1998,,
167,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,5.18,-1.13,Grubb et al. 1998,,
168,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,5.37,-1.37,Grubb et al. 1998,,
169,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,5.62,-1.12,Grubb et al. 1998,,
170,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,5.87,0.12,Grubb et al. 1998,,
171,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,5.87,0.87,Grubb et al. 1998,,
172,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,6.37,-0.37,Grubb et al. 1998,,
173,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,6.62,-1.62,Grubb et al. 1998,,
174,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,6.87,-2.62,Grubb et al. 1998,,
175,Pteropodidae,Eidolon,helvum,,,NA,Ghana,,9.37,-1.87,Grubb et al. 1998,,
176,Pteropodidae,Eidolon,helvum,,,1946,Guinea,Mount Nimba,7.6167,-8.4167,Aellen 1963,,
177,Pteropodidae,Eidolon,helvum,,,2008,Guinea,Simandou PdF,8.4931,-8.8967,Decher et al. 2015,,
178,Pteropodidae,Eidolon,helvum,,,2002,Guinea,Simandou mountains (Pic de Fon),8.5333,-8.9,Fahr & Ebigbo 2003,,
179,Pteropodidae,Eidolon,helvum,IICT,,1945,Guinea-Bissau,Bafata,12.1667,-14.75,Lopes & Crawford-Cabral 1990,,
180,Pteropodidae,Eidolon,helvum,IICT,,1945,Guinea-Bissau,Bolama,11.5667,-15.49,Lopes & Crawford-Cabral 1990,,
181,Pteropodidae,Eidolon,helvum,IICT,,1945,Guinea-Bissau,Canchungo,12.0667,-16.0333,Lopes & Crawford-Cabral 1990,,
182,Pteropodidae,Eidolon,helvum,IICT,,1945,Guinea-Bissau,Contubo-el,12.3833,-14.5667,Lopes & Crawford-Cabral 1990,,
183,Pteropodidae,Eidolon,helvum,OSTROM,,1969,Ivory Coast,Adiopodoume,5.3167,-4.1333,Bergmans et al. 1974,,
184,Pteropodidae,Eidolon,helvum,OSTROM,,1970,Ivory Coast,Gopoupleu,6.6167,-8.3833,Bergmans et al. 1974,,
185,Pteropodidae,Eidolon,helvum,RMCA,,1968,Ivory Coast,Abidjan,5.35,-4.0333,de Vree 1971,,
186,Pteropodidae,Eidolon,helvum,,,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,,
187,Pteropodidae,Eidolon,helvum,,,2000,Ivory Coast,Tai NP,5.8333,-7.35,Fahr & Kalko 2011,,
188,Pteropodidae,Eidolon,helvum,,14-Sep-51,1951,Ivory Coast,Séguéla,7.9601,-6.6728,GBIF,,
189,Pteropodidae,Eidolon,helvum,,01-Jan-97,1997,Ivory Coast,"Sud-Ouest de la Côte d'Ivoire, à proximité de la Guinée et du Libéria",5.75,-7.1167,GBIF,,
190,Pteropodidae,Eidolon,helvum,FMNH,12-Jul-69,1969,Ivory Coast,Torgokaha,9.3833,-5.6333,GBIF,,
191,Pteropodidae,Eidolon,helvum,USNM,23-Jun-69,1969,Ivory Coast,Yabrasso [Kangakro],7.43,-3.47,GBIF,,
192,Pteropodidae,Eidolon,helvum,MHNG,,NA,Ivory Coast,,6.85,-5.3,GBIF,,
193,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Cherangani,1.25,35.45,Aggundey & Schlitter 1984,,
194,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Kaimosi,0.1333,34.85,Aggundey & Schlitter 1984,,
195,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Kakamega,0.2833,34.75,Aggundey & Schlitter 1984,,
196,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Kavirondo,1.1333,33.9333,Aggundey & Schlitter 1984,,
197,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Kimingini,0.1833,34.7667,Aggundey & Schlitter 1984,,
198,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Maragoli (N. Kavirondo),0.1,34.7167,Aggundey & Schlitter 1984,,
199,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Mbale,-3.4,38.3833,Aggundey & Schlitter 1984,,
200,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Mombasa ,-4.08,39.64,Aggundey & Schlitter 1984,,
201,Pteropodidae,Eidolon,helvum,,,NA,Kenya,"Mombasa, 20 mi S",-4.3333,39.5667,Aggundey & Schlitter 1984,,
202,Pteropodidae,Eidolon,helvum,,,NA,Kenya,Mukumu-Kakamega,0.2833,34.75,Aggundey & Schlitter 1984,,
