,Family,Genus,Species,Museum_number,Date,Year,Country,Location,Latitude,Longitude,Reference,Holotype,Checked
7366,Emballonuridae,Taphozous,mauritianus,,,NA,Cameroon,Mungo,4.05,9.56,Aellen 1952,,
7367,Emballonuridae,Taphozous,mauritianus,,,1947,Cameroon,Tibati,6.4167,12.5333,Aellen 1952,,
7368,Emballonuridae,Taphozous,mauritianus,,,NA,Cameroon,Yaounde,3.8667,11.5167,Aellen 1952,,
7369,Emballonuridae,Taphozous,mauritianus,,,NA,Central African Republic,Bozoum,6.3167,16.3833,Schlitter et al. 1982,,
7370,Emballonuridae,Taphozous,mauritianus,,,NA,Central African Republic,Fort Crampel,6.983,19.183,Schlitter et al. 1982,,
7371,Emballonuridae,Taphozous,mauritianus,,,1934,Central African Republic,Fort Sibut,5.733,19.0833,Schlitter et al. 1982,,
7372,Emballonuridae,Taphozous,mauritianus,BMNH,,NA,Democratic Republic of Congo,Boga,1.0333,29.9333,Hayman et al. 1966,,
7373,Emballonuridae,Taphozous,mauritianus,AMNH,,1914,Democratic Republic of Congo,Avakubi,1.3,27.5833,Van Cakenberghe et al. 2017,,
7374,Emballonuridae,Taphozous,mauritianus,RMCA,,1940,Democratic Republic of Congo,Bambesa,3.3833,25.7833,Van Cakenberghe et al. 2017,,
7375,Emballonuridae,Taphozous,mauritianus,RMCA148,,1952,Democratic Republic of Congo,Banana,-5.97,12.45,Van Cakenberghe et al. 2017,,
7376,Emballonuridae,Taphozous,mauritianus,RMCA18567,,1948,Democratic Republic of Congo,Baudouinville (= Moba),-7.05,29.7,Van Cakenberghe et al. 2017,,
7377,Emballonuridae,Taphozous,mauritianus,RMCA,,1950,Democratic Republic of Congo,Beno ,-3.7,17.7667,Van Cakenberghe et al. 2017,,
7378,Emballonuridae,Taphozous,mauritianus,RMCA,,1935,Democratic Republic of Congo,Binga,2.3833,20.5167,Van Cakenberghe et al. 2017,,
7379,Emballonuridae,Taphozous,mauritianus,RMCA,,1952,Democratic Republic of Congo,Bokuma,-0.1,18.6833,Van Cakenberghe et al. 2017,,
7380,Emballonuridae,Taphozous,mauritianus,RMCA,,1952,Democratic Republic of Congo,Bokungu,-0.75,22.4167,Van Cakenberghe et al. 2017,,
7381,Emballonuridae,Taphozous,mauritianus,RMCA,,1946,Democratic Republic of Congo,Bolobo,-2.15,16.2333,Van Cakenberghe et al. 2017,,
7382,Emballonuridae,Taphozous,mauritianus,UNIKIS,,2010,Democratic Republic of Congo,Bomane,1.3,23.783,Van Cakenberghe et al. 2017,,
7383,Emballonuridae,Taphozous,mauritianus,RMCA,,1939,Democratic Republic of Congo,Buta,2.8167,24.8333,Van Cakenberghe et al. 2017,,
7384,Emballonuridae,Taphozous,mauritianus,RMCA,,1959,Democratic Republic of Congo,Butembo,0.15,29.3,Van Cakenberghe et al. 2017,,
7385,Emballonuridae,Taphozous,mauritianus,RBINS,,1951,Democratic Republic of Congo,Cellule II,3.9167,29.3667,Van Cakenberghe et al. 2017,,
7386,Emballonuridae,Taphozous,mauritianus,RMCA19417,,1956,Democratic Republic of Congo,Elisabethville (= Lubumbashi),-11.68,27.48,Van Cakenberghe et al. 2017,,
7387,Emballonuridae,Taphozous,mauritianus,AMNH,,1913,Democratic Republic of Congo,Faradje,3.7333,29.7167,Van Cakenberghe et al. 2017,,
7388,Emballonuridae,Taphozous,mauritianus,RMCA,,1957,Democratic Republic of Congo,Gangala na Bodio,3.6667,29.15,Van Cakenberghe et al. 2017,,
7389,Emballonuridae,Taphozous,mauritianus,RBINS,,1951,Democratic Republic of Congo,Garamba,4.1833,30,Van Cakenberghe et al. 2017,,
7390,Emballonuridae,Taphozous,mauritianus,RMCA,,1938,Democratic Republic of Congo,Ibambi,2.3833,27.6,Van Cakenberghe et al. 2017,,
7391,Emballonuridae,Taphozous,mauritianus,RMCA,,1949,Democratic Republic of Congo,Ibembo,2.6,23.6667,Van Cakenberghe et al. 2017,,
7392,Emballonuridae,Taphozous,mauritianus,RMCA,,1958,Democratic Republic of Congo,Ikela,-1.1333,23.0833,Van Cakenberghe et al. 2017,,
7393,Emballonuridae,Taphozous,mauritianus,RMCA6312,,1923,Democratic Republic of Congo,Inkongo,-4.92,23.25,Van Cakenberghe et al. 2017,,
7394,Emballonuridae,Taphozous,mauritianus,RMCA22898,,1954,Democratic Republic of Congo,Kakanda,-10.78,26.6,Van Cakenberghe et al. 2017,,
7395,Emballonuridae,Taphozous,mauritianus,RMCA,,1974,Democratic Republic of Congo,Kamituga,-3.0167,28.1,Van Cakenberghe et al. 2017,,
7396,Emballonuridae,Taphozous,mauritianus,RBINS10853,,1948,Democratic Republic of Congo,Kilwezi,-9.1,26.7,Van Cakenberghe et al. 2017,,
7397,Emballonuridae,Taphozous,mauritianus,RMCA,,1925,Democratic Republic of Congo,Koteli,2.85,24.5667,Van Cakenberghe et al. 2017,,
7398,Emballonuridae,Taphozous,mauritianus,RMCA,,1930,Democratic Republic of Congo,Kunungu,-2.1,16.4333,Van Cakenberghe et al. 2017,,
7399,Emballonuridae,Taphozous,mauritianus,RMCA9990,,1929,Democratic Republic of Congo,Leverville (=Lusanga),-4.83,18.72,Van Cakenberghe et al. 2017,,
7400,Emballonuridae,Taphozous,mauritianus,RMCA,,1925,Democratic Republic of Congo,Lulenga,-1.4167,29.3667,Van Cakenberghe et al. 2017,,
7401,Emballonuridae,Taphozous,mauritianus,RMCA1549,,1965,Democratic Republic of Congo,Luluabourg (=Kananga),-5.88,22.43,Van Cakenberghe et al. 2017,,
7402,Emballonuridae,Taphozous,mauritianus,RMCA12131,,1933,Democratic Republic of Congo,Luputa,-7.12,23.72,Van Cakenberghe et al. 2017,,
7403,Emballonuridae,Taphozous,mauritianus,RMCA7333,,NA,Democratic Republic of Congo,Lusambo,-4.98,23.43,Van Cakenberghe et al. 2017,,
7404,Emballonuridae,Taphozous,mauritianus,RMCA6553,,1921,Democratic Republic of Congo,Macaco,-5.47,21.17,Van Cakenberghe et al. 2017,,
7405,Emballonuridae,Taphozous,mauritianus,RMCA,,1942,Democratic Republic of Congo,Mahagi,2.2667,30.9833,Van Cakenberghe et al. 2017,,
7406,Emballonuridae,Taphozous,mauritianus,RMCA,,1958,Democratic Republic of Congo,Makaw,-3,18.5,Van Cakenberghe et al. 2017,,
7407,Emballonuridae,Taphozous,mauritianus,RMCA18162,,1946,Democratic Republic of Congo,Makengo,-4.75,16.5,Van Cakenberghe et al. 2017,,
7408,Emballonuridae,Taphozous,mauritianus,RBINS,,1946,Democratic Republic of Congo,Mutsora,0.3167,29.7333,Van Cakenberghe et al. 2017,,
7409,Emballonuridae,Taphozous,mauritianus,RMCA,,1952,Democratic Republic of Congo,Nagero,3.75,29.5333,Van Cakenberghe et al. 2017,,
7410,Emballonuridae,Taphozous,mauritianus,AMNH,,1910,Democratic Republic of Congo,Niangara,3.7167,27.8667,Van Cakenberghe et al. 2017,,
7411,Emballonuridae,Taphozous,mauritianus,RMCA16247,,1920,Democratic Republic of Congo,Nyangwe,-4.25,26.2333,Van Cakenberghe et al. 2017,,
7412,Emballonuridae,Taphozous,mauritianus,RMCA,,1938,Democratic Republic of Congo,Rutshuru,-1.1833,29.45,Van Cakenberghe et al. 2017,,
7413,Emballonuridae,Taphozous,mauritianus,RMCA,,1924,Democratic Republic of Congo,Stanleyville (=Kisangani),0.55,25.2333,Van Cakenberghe et al. 2017,,
7414,Emballonuridae,Taphozous,mauritianus,RMCA6549,,1921,Democratic Republic of Congo,Tshikapa,-6.47,20.8,Van Cakenberghe et al. 2017,,
7415,Emballonuridae,Taphozous,mauritianus,AMNH,,1911,Democratic Republic of Congo,Yakuluku,4.35,28.8,Van Cakenberghe et al. 2017,,
7416,Emballonuridae,Taphozous,mauritianus,RMCA,,1947,Democratic Republic of Congo,Yangambi,0.7833,24.4,Van Cakenberghe et al. 2017,,
7417,Emballonuridae,Taphozous,mauritianus,RBINS,,1946,Democratic Republic of Congo,Zobia,2.9833,25.9167,Van Cakenberghe et al. 2017,,
7418,Emballonuridae,Taphozous,mauritianus,EBD_MAM,,1988,Equatorial Guinea,"Bioko Island, Malabo",3.75,8.8,Juste & Ibanez 1994,,
7419,Emballonuridae,Taphozous,mauritianus,ENMNH,15-Apr-23,2023,Eswatini,Maguga,-26.0821,31.2514,A. Monadjem Unpublished,,Yes
7420,Emballonuridae,Taphozous,mauritianus,DM5817,02-Feb-98,1998,Eswatini,Mlawula NR,-26.19,32.01,Monadjem et al. 2020,,Yes
7421,Emballonuridae,Taphozous,mauritianus,,,1972,Ethiopia,Gambela,8.25,34.5833,Largen et al. 1974,,
7422,Emballonuridae,Taphozous,mauritianus,,,1964,Gabon,Belinga,1.2167,13.1667,Brosset 1966b,,
7423,Emballonuridae,Taphozous,mauritianus,,,1964,Gabon,Makokou,0.55,12.85,Brosset 1966b,,
7424,Emballonuridae,Taphozous,mauritianus,USNM,01-Dec-67,1967,Ghana,"Legon, University Of Ghana, Botanical Gardens",5.67,-0.2,GBIF,,
7425,Emballonuridae,Taphozous,mauritianus,,,NA,Ghana,,5.87,-0.87,Grubb et al. 1998,,
7426,Emballonuridae,Taphozous,mauritianus,,,2000,Ivory Coast,Comoe NP,8.75,-3.8167,Fahr & Kalko 2011,,
7427,Emballonuridae,Taphozous,mauritianus,USNM,21-Dec-68,1968,Ivory Coast,Jacqueville,5.2,-4.4,GBIF,,
7428,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Bulessa,3.6,37.3667,Aggundey & Schlitter 1984,,
7429,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Galana Ranch,2.6667,39.3333,Aggundey & Schlitter 1984,,
7430,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Kisumu,-0.1,34.75,Aggundey & Schlitter 1984,,
7431,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Malindi,-3.2167,40.1167,Aggundey & Schlitter 1984,,
7432,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Masalani,-2.3167,38.1167,Aggundey & Schlitter 1984,,
7433,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Mombasa,-4.08,39.64,Aggundey & Schlitter 1984,,
7434,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,"Mount Suswa, near",-1.15,36.35,Aggundey & Schlitter 1984,,
7435,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Nairobi,-1.2833,36.8167,Aggundey & Schlitter 1984,,
7436,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Nuu Kitui,-1.0667,38.35,Aggundey & Schlitter 1984,,
7437,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Takaungu,-3.6833,39.85,Aggundey & Schlitter 1984,,
7438,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,"Tsavo NP, Aruba Lodge",-3.35,38.8167,Aggundey & Schlitter 1984,,
7439,Emballonuridae,Taphozous,mauritianus,,,NA,Kenya,Turkwel River,3.1,36.1,Aggundey & Schlitter 1984,,
7440,Emballonuridae,Taphozous,mauritianus,NMMB,,1984,Malawi,Blantyre,-15.78,35,Happold et al. 1987,,
7441,Emballonuridae,Taphozous,mauritianus,NMMB,,1984,Malawi,Chikwawa,-16.02,34.78,Happold et al. 1987,,
7442,Emballonuridae,Taphozous,mauritianus,NMMB,,1984,Malawi,Karonga,-9.93,33.93,Happold et al. 1987,,
7443,Emballonuridae,Taphozous,mauritianus,DCDH,,1984,Malawi,Kasungu NP,-13.05,33.15,Happold et al. 1987,,
7444,Emballonuridae,Taphozous,mauritianus,DCDH,,1984,Malawi,Liwonde NP,-15.03,35.25,Happold et al. 1987,,
7445,Emballonuridae,Taphozous,mauritianus,NMZB63750,03-Nov-75,1975,Malawi,Kasungu NP,-13.05,33.15,Monadjem et al. 2020,,Yes
7446,Emballonuridae,Taphozous,mauritianus,KM11767,15-Aug-46,1946,Malawi,Nkhotakota,-12.93,34.3,Monadjem et al. 2020,,Yes
7447,Emballonuridae,Taphozous,mauritianus,MNHN ZM-MO-1997-1845,,1818,Mauritius,,NA,NA,Van Cakenberghe & Seamark 2022,Holotype,
7448,Emballonuridae,Taphozous,mauritianus,USNM00365457,30-Oct-64,1964,Mozambique,"Beira, 10km N",-19.82,34.87,Monadjem et al. 2020,,
7449,Emballonuridae,Taphozous,mauritianus,NMZB63743,12-Oct-72,1972,Mozambique,"Save R Bridge, 30km N",-21.63,32.38,Monadjem et al. 2020,,Yes
7450,Emballonuridae,Taphozous,mauritianus,,,NA,Mozambique,Tete,-16.27,33.58,Smithers & Lobao Tello 1976,,
7451,Emballonuridae,Taphozous,mauritianus,,,NA,Namibia,Swakopmund,-22.63,14.63,M. Griffin pers comm,,
7452,Emballonuridae,Taphozous,mauritianus,SMM12486,,NA,Namibia,Terrace Bay,-20,13.1,M. Griffin pers comm,,
7453,Emballonuridae,Taphozous,mauritianus,,,NA,Namibia,Tsumkwe,-19.63,20.63,M. Griffin pers comm,,
7454,Emballonuridae,Taphozous,mauritianus,,,NA,Namibia,"Etosha NP, Halali",-19.13,16.38,Monadjem et al. 2020,,Yes
7455,Emballonuridae,Taphozous,mauritianus,NMZB63747,12-May-61,1961,Namibia,Katimo Mulilo,-17.5,24.33,Monadjem et al. 2020,,Yes
7456,Emballonuridae,Taphozous,mauritianus,NHMI,,1967,Nigeria,Ibadan,7.3833,3.9,Bergmans 1977,,
7457,Emballonuridae,Taphozous,mauritianus,USNM,,NA,Nigeria,Dikwa,12.0167,13.9167,Happold 1987,,
7458,Emballonuridae,Taphozous,mauritianus,BMNH,,NA,Nigeria,Isuochi,5.9667,7.4167,Happold 1987,,
7459,Emballonuridae,Taphozous,mauritianus,,,NA,Nigeria,Lagos,6.45,3.3833,Happold 1987,,
7460,Emballonuridae,Taphozous,mauritianus,,,NA,Nigeria,Yankari GR ,9.75,10.5,Happold 1987,,
7461,Emballonuridae,Taphozous,mauritianus,,,NA,Republic of Congo,Ngabe,-3.213,16.167,Bates et al. 2013,,
7462,Emballonuridae,Taphozous,mauritianus,,,NA,Republic of Congo,Pointe-Noire,-4.75,11.9,Dowsett et al. 1991,,
7463,Emballonuridae,Taphozous,mauritianus,RMCA,,1948,Rwanda,Astrida (= Butare),-2.5667,29.7167,Van Cakenberghe et al. 2017,,
7464,Emballonuridae,Taphozous,mauritianus,RMCA,,1938,Rwanda,Gabiro,-1.5167,30.4,Van Cakenberghe et al. 2017,,
7465,Emballonuridae,Taphozous,mauritianus,RBINS,,1943,Rwanda,Kagera Parc National,-1.67,30.67,Van Cakenberghe et al. 2017,,
7466,Emballonuridae,Taphozous,mauritianus,MHNG,27-Oct-51,1951,Senegal,"Dakar, Réservoir du point y/Région de Dakar",14.6722,-17.4317,GBIF,,
7467,Emballonuridae,Taphozous,mauritianus,,,NA,Sierra Leone,,7.62,-12.62,Grubb et al. 1998,,
7468,Emballonuridae,Taphozous,mauritianus,,,NA,Sierra Leone,,8.12,-12.12,Grubb et al. 1998,,
7469,Emballonuridae,Taphozous,mauritianus,,,NA,Sierra Leone,,8.37,-13.12,Grubb et al. 1998,,
7470,Emballonuridae,Taphozous,mauritianus,,,NA,Sierra Leone,,9.12,-13.12,Grubb et al. 1998,,
7471,Emballonuridae,Taphozous,mauritianus,,,NA,Somalia,Basso Giuba,0,42,Funaioli 1959,,
7472,Emballonuridae,Taphozous,mauritianus,,,NA,Somalia,Benadir,2.6667,45.75,Funaioli 1959,,
7473,Emballonuridae,Taphozous,mauritianus,,,NA,South Africa,Hartswater,-27.88,24.88,Erasmus & Rautenbach 1984,,
7474,Emballonuridae,Taphozous,mauritianus,KM32581,15-Feb-20,1920,South Africa,Albany District,-33.3,26.08,Monadjem et al. 2020,,Yes
7475,Emballonuridae,Taphozous,mauritianus,TM17502,15-Mar-71,1971,South Africa,Bronkhorstspruit,-25.82,28.75,Monadjem et al. 2020,,Yes
7476,Emballonuridae,Taphozous,mauritianus,TM44063,22-Feb-93,1993,South Africa,Doorndraai Dam NR,-24.27,28.72,Monadjem et al. 2020,,Yes
7477,Emballonuridae,Taphozous,mauritianus,TM8725,,NA,South Africa,Duiwelskloof,-23.7,30.13,Monadjem et al. 2020,,Yes
7478,Emballonuridae,Taphozous,mauritianus,TM25264,02-Sep-75,1975,South Africa,"Duiwelskloof, 8 km E",-23.7,30.27,Monadjem et al. 2020,,Yes
7479,Emballonuridae,Taphozous,mauritianus,DM15,23-Nov-17,1917,South Africa,Durban,-29.85,31,Monadjem et al. 2020,,Yes
7480,Emballonuridae,Taphozous,mauritianus,TM2353,14-Feb-18,1918,South Africa,Durban,-29.85,31,Monadjem et al. 2020,,Yes
7481,Emballonuridae,Taphozous,mauritianus,TM27685,26-Mar-77,1977,South Africa,"Ellisras, 10km SE",-23.75,27.83,Monadjem et al. 2020,,Yes
7482,Emballonuridae,Taphozous,mauritianus,TM3491,02-Apr-23,1923,South Africa,Greytown,-29.13,30.63,Monadjem et al. 2020,,Yes
7483,Emballonuridae,Taphozous,mauritianus,TM44196,03-Nov-93,1993,South Africa,Hans Strydom Dam NR,-24.03,27.77,Monadjem et al. 2020,,Yes
7484,Emballonuridae,Taphozous,mauritianus,SAM ZM34195,,NA,South Africa,Heidelberg,-34.13,20.88,Monadjem et al. 2020,,Yes
7485,Emballonuridae,Taphozous,mauritianus,TM38381,31-Dec-83,1983,South Africa,Howick,-29.5,30.23,Monadjem et al. 2020,,Yes
7486,Emballonuridae,Taphozous,mauritianus,DM3268,28-Feb-89,1989,South Africa,Howick,-29.5,30.23,Monadjem et al. 2020,,Yes
7487,Emballonuridae,Taphozous,mauritianus,NMZB56049,04-Dec-79,1979,South Africa,"Klipfontein, Waterberg",-24.13,28.3,Monadjem et al. 2020,,Yes
7488,Emballonuridae,Taphozous,mauritianus,TM39573,24-Jan-88,1988,South Africa,"Kruger NP, Letaba Bridge",-23.82,31.58,Monadjem et al. 2020,,Yes
7489,Emballonuridae,Taphozous,mauritianus,TM36594,27-Nov-83,1983,South Africa,"Kruger NP, Levuvhu Bridge",-22.42,31.18,Monadjem et al. 2020,,Yes
7490,Emballonuridae,Taphozous,mauritianus,TM36781,26-Jan-84,1984,South Africa,"Kruger NP, Punda Milia, 16km NE",-22.68,31.03,Monadjem et al. 2020,,Yes
7491,Emballonuridae,Taphozous,mauritianus,TM39730,02-Jul-88,1988,South Africa,"Kruger NP, Skukuza",-24.98,31.58,Monadjem et al. 2020,,Yes
7492,Emballonuridae,Taphozous,mauritianus,TM44201,15-Mar-93,1993,South Africa,Messina NR,-22.38,30.07,Monadjem et al. 2020,,Yes
7493,Emballonuridae,Taphozous,mauritianus,TM38107,21-Feb-85,1985,South Africa,Mkhuze GR,-27.6,32.21,Monadjem et al. 2020,,Yes
7494,Emballonuridae,Taphozous,mauritianus,TM35443,23-Feb-81,1981,South Africa,"Pietermaritzburg, Town Bush",-29.55,30.35,Monadjem et al. 2020,,Yes
7495,Emballonuridae,Taphozous,mauritianus,TM23340,18-Jan-74,1974,South Africa,"Potgietersrus (=Mokopane), 25km ESE",-24.25,29.13,Monadjem et al. 2020,,Yes
7496,Emballonuridae,Taphozous,mauritianus,TM13104,12-Jan-60,1960,South Africa,Pretoria,-25.75,28.25,Monadjem et al. 2020,,Yes
7497,Emballonuridae,Taphozous,mauritianus,TM41432,12-May-89,1989,South Africa,Roossenekal,-25.21,29.97,Monadjem et al. 2020,,Yes
7498,Emballonuridae,Taphozous,mauritianus,DM2478,,NA,South Africa,Royal Natal NP,-28.68,28.93,Monadjem et al. 2020,,Yes
7499,Emballonuridae,Taphozous,mauritianus,TM19631,13-Feb-73,1973,South Africa,"Rustenburg, 18km S",-25.82,27.27,Monadjem et al. 2020,,Yes
7500,Emballonuridae,Taphozous,mauritianus,DM14742,26-Jan-14,2014,South Africa,"Soutpansberg, Eagles Nest Farm",-22.9738,29.9331,Monadjem et al. 2020,,Yes
7501,Emballonuridae,Taphozous,mauritianus,TM23335,16-Jan-74,1974,South Africa,"Steilloop, 18km N",-23.27,28.62,Monadjem et al. 2020,,Yes
7502,Emballonuridae,Taphozous,mauritianus,TM1097,01-Feb-08,1908,South Africa,Tzaneen,-23.83,30.17,Monadjem et al. 2020,,Yes
7503,Emballonuridae,Taphozous,mauritianus,TM34133,01-Nov-33,1933,South Africa,Waterberg District,-22.53,29.43,Monadjem et al. 2020,,Yes
7504,Emballonuridae,Taphozous,mauritianus,,,NA,South Sudan,Abu Doleib,9.3667,31.6,Kock 1969,,
7505,Emballonuridae,Taphozous,mauritianus,,,NA,South Sudan,Gondokoro,4.9,31.6667,Kock 1969,,
7506,Emballonuridae,Taphozous,mauritianus,,,NA,South Sudan,Mundiri,5.3833,30.35,Kock 1969,,
7507,Emballonuridae,Taphozous,mauritianus,,,NA,South Sudan,Taufikia,9.4167,31.5833,Kock 1969,,
7508,Emballonuridae,Taphozous,mauritianus,FMNH,,NA,South Sudan,Ikoto,4.0833,33.1167,Koopman 1975,,
7509,Emballonuridae,Taphozous,mauritianus,AMNH,,NA,South Sudan,Kagelu,4.0833,30.5833,Koopman 1975,,
7510,Emballonuridae,Taphozous,mauritianus,FMNH,,NA,South Sudan,"Kerripi (Nimule, 30 mi N)",3.9667,32.05,Koopman 1975,,
7511,Emballonuridae,Taphozous,mauritianus,USNM,,NA,South Sudan,Li Rangu,4.6667,28.3333,Koopman 1975,,
7512,Emballonuridae,Taphozous,mauritianus,FMNH,,NA,South Sudan,Malakal  ,9.5333,31.65,Koopman 1975,,
7513,Emballonuridae,Taphozous,mauritianus,SMF,,1962,South Sudan,Nzara,4.6333,28.25,Koopman 1975,,
7514,Emballonuridae,Taphozous,mauritianus,ZMK,,NA,South Sudan,Opari,4.4833,32.1667,Koopman 1975,,
7515,Emballonuridae,Taphozous,mauritianus,FMNH,,NA,South Sudan,Yambio (Marunga cave),4.5667,28.4167,Koopman 1975,,
7516,Emballonuridae,Taphozous,mauritianus,SMF,,1962,South Sudan,Yei,4.0833,30.6667,Koopman 1975,,
7517,Emballonuridae,Taphozous,mauritianus,SMF,,1965,Sudan,Buram,10.6,29.95,Koopman 1975,,
7518,Emballonuridae,Taphozous,mauritianus,BMNH,,NA,Sudan,Kulme,12.5833,23.6667,Koopman 1975,,
7519,Emballonuridae,Taphozous,mauritianus,ROM,16-May-59,1959,Tanzania,Moshi,-3.35,37.3167,GBIF,,
7520,Emballonuridae,Taphozous,mauritianus,FMNH,,NA,Tanzania,Rukwa Region,-6.8333,30.4167,GBIF,,
7521,Emballonuridae,Taphozous,mauritianus,MCZ,07-Mar-30,1930,Tanzania,"southwestern Tanzania, Mwaya",-8.9156,36.8257,GBIF,,
7522,Emballonuridae,Taphozous,mauritianus,LACM,06-Sep-63,1963,Tanzania,Tabora Tabora,-5.0333,32.8,GBIF,,
7523,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Amani,-5.1,38.6333,Swynnerton & Hayman 1951,,
7524,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Dar es Salaam,-6.8,39.3,Swynnerton & Hayman 1951,,
7525,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Itende,-6.7333,36.55,Swynnerton & Hayman 1951,,
7526,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Kilosa,-6.85,36.9833,Swynnerton & Hayman 1951,,
7527,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Mbanja,-9.8667,39.7167,Swynnerton & Hayman 1951,,
7528,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Morogoro,-6.8,37.6667,Swynnerton & Hayman 1951,,
7529,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Mwaya,-9.5667,33.95,Swynnerton & Hayman 1951,,
7530,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Pangani,-5.4333,38.9667,Swynnerton & Hayman 1951,,
7531,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Tabora,-5.0333,32.8,Swynnerton & Hayman 1951,,
7532,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Tanga,-5.0667,39.1,Swynnerton & Hayman 1951,,
7533,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Ujiji,-4.9167,29.6667,Swynnerton & Hayman 1951,,
7534,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Unyanganyi,-4.8333,35,Swynnerton & Hayman 1951,,
7535,Emballonuridae,Taphozous,mauritianus,,,NA,Tanzania,Zanzibar Island,-6,39.3333,Swynnerton & Hayman 1951,,
7536,Emballonuridae,Taphozous,mauritianus,,,NA,The Gambia,,13.44,-16.68,Grubb et al. 1998,,
7537,Emballonuridae,Taphozous,mauritianus,,,NA,The Gambia,,13.44,-16.56,Grubb et al. 1998,,
7538,Emballonuridae,Taphozous,mauritianus,,,NA,Togo,,6.87,0.63,Grubb et al. 1998,,
7539,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Arua,3.0167,30.9167,Thorn & Kerbis Peterhans 2009,,
7540,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Budongo,1.75,31.6,Thorn & Kerbis Peterhans 2009,,
7541,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Bunyoro,1.6667,31.5,Thorn & Kerbis Peterhans 2009,,
7542,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Busingiro,1.7333,31.4667,Thorn & Kerbis Peterhans 2009,,
7543,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Busoga,0.2333,33.5333,Thorn & Kerbis Peterhans 2009,,
7544,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Bussu,0.1833,32.9333,Thorn & Kerbis Peterhans 2009,,
7545,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Entebbe,0.05,32.4667,Thorn & Kerbis Peterhans 2009,,
7546,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,"George Lake, NE",0.25,30.25,Thorn & Kerbis Peterhans 2009,,
7547,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Hoima,1.4167,31.35,Thorn & Kerbis Peterhans 2009,,
7548,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,kampala,0.3167,32.5833,Thorn & Kerbis Peterhans 2009,,
7549,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Kidepo Valley NP,3.75,33.6333,Thorn & Kerbis Peterhans 2009,,
7550,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Masaka,-0.3333,31.7333,Thorn & Kerbis Peterhans 2009,,
7551,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Masindi,1.6833,31.7167,Thorn & Kerbis Peterhans 2009,,
7552,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Mbale,1.0667,34.1833,Thorn & Kerbis Peterhans 2009,,
7553,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Moyo,3.65,31.7,Thorn & Kerbis Peterhans 2009,,
7554,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Murchison NP,2.25,31.8333,Thorn & Kerbis Peterhans 2009,,
7555,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Ngongera,0.7667,34.0333,Thorn & Kerbis Peterhans 2009,,
7556,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Ntandi,0.8,30.15,Thorn & Kerbis Peterhans 2009,,
7557,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Queen Elizabeth NP,-0.25,30,Thorn & Kerbis Peterhans 2009,,
7558,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Rhino Camp,2.9667,31.4,Thorn & Kerbis Peterhans 2009,,
7559,Emballonuridae,Taphozous,mauritianus,,,NA,Uganda,Teso,1.6667,33.5,Thorn & Kerbis Peterhans 2009,,
